#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_i
@MAGSYS  Linear_AB11_off
56626.21446  19.725  0.164
56626.21637  19.584  0.161
56627.66719  19.752  0.119
56627.6396  19.657  0.135
56627.66911  19.947  0.121
56628.16844  19.748  0.105
56628.16653  19.862  0.126
56632.05397  19.622  0.168
56632.05588  19.538  0.145
56633.04921  19.787  0.107
56633.05112  19.716  0.113
56635.05434  19.811  0.161
56635.05625  19.59  0.137
56638.52788  19.613  0.138
56638.52981  19.805  0.149
56641.31564  19.789  0.235
