#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
56626.21041  19.729  0.119
56627.665  19.558  0.064
56627.63507  19.439  0.052
56627.66308  19.53  0.065
56627.63315  19.543  0.068
56628.16432  19.757  0.072
56628.16241  19.673  0.065
56632.05182  19.647  0.089
56632.04991  19.69  0.093
56633.04515  19.648  0.074
56633.04706  19.579  0.061
56635.05219  19.619  0.086
56635.05028  19.48  0.076
56638.52387  19.795  0.113
56641.31103  19.061  0.255
