Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53706.18475622326 1.3664501709462638
Redshift 0.691 0 F
Color 0.017417894446151095 0.07687455990873676
X0 4.9457336591983965e-06 2.0148555750836365e-07
X1 0.4102290495061669 0.8149098853417136
RestFrameMag_0_UX 23.527651505901265 0.0
RestFrameMag_0_B 23.907854263466277 0.0442320957004715
RestFrameMag_0_V 23.863020867549103 0.0
RestFrameMag_0_R 23.87071947888063 0.0
CovDayMaxDayMax 1.8671860696790736 -1
CovDayMaxRestFrameMag_0_B 0.007969490134608381 -1
CovDayMaxX1 -0.4693361722437496 -1
CovDayMaxColor -0.0046935491270868185 -1
CovRestFrameMag_0_BDayMax 0.00796949013460838 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0019564782900556694 -1
CovRestFrameMag_0_BX1 0.015680031276899715 -1
CovRestFrameMag_0_BColor -0.0003550015906516881 -1
CovX1DayMax -0.46933617224374996 -1
CovX1RestFrameMag_0_B 0.0156800312768997 -1
CovX1X1 0.6640781212276449 -1
CovX1Color 0.01328224947922144 -1
CovColorDayMax -0.00469354912708678 -1
CovColorRestFrameMag_0_B -0.0003550015906516892 -1
CovColorX1 0.013282249479221396 -1
CovColorColor 0.005909697961161957 -1

dmu_estimate 0.2557775372879195
FirstPhase  -14.231316512867945
LastPhase  18.85644220978456
LatestNegPhase  -0.035929168098420845
EarliestPosPhase  1.1430773369276468
NightsNegPhase  3
NightsPosPhase  9

salt3source   1
salt2_version   salt3-f22
