#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2     4394.35703890484      All      -1.701905325452765         0.15206481643978975       -0.04190704932649503       0.6020289498810505        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2    7559.1098364312675    All      0.34780316305387937        -0.3407039668418932       0.21237658594648323        -0.21479203179840534      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2     5376.035954388872     All      1.5796438203766439         2.089128149444086         -0.33058041394067317       0.15120352194057662       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2    6169.15547597549      All      0.8061617086493011         -0.8355252105275213       0.05578785214845894        -0.5322618838542292       
Check         All|All|All                                All                   All      1.0317033666270592         1.0649637885144614        -0.10432302517222602       0.006178556168992544      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2     4394.35703890484      All      -0.0005038028832583621     0.0005402026658146705     -0.0007091673164882152     0.0003084200738482564     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2    7559.1098364312675    All      -8.30889604741547e-05      5.355649966228234e-05     -0.00010633543898316474    3.9764659607734034e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2     5376.035954388872     All      0.00020235733909576353     0.0004266803143140322     -0.00165501218657387       -7.86219655489106e-07     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2    6169.15547597549      All      -0.00027147773481357647    2.4146809891289963e-05    -0.0003282722399272467     8.1645357600923e-05       
MWEBV         All|All|All                                All                   All      -0.8799174536983743        -4.1078432597214665       0.03903019814188724        -1.0496998921425582       
Redshift      All|All|All                                All                   All      5.2644498619554            -4.559637751022283        6.378958285473013          -2.915364927644261        
