#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_z                8382.318808534745     All      0.2554424465091024         -0.06714354321504246       -0.06921051616888868       -0.10816541708119956       
Zeropoint     AB|PS|PS_r                6021.852601308498     All      1.086183818916645          -0.06301307560896419       -1.0399206428223042        -0.42073811810822964       
Zeropoint     AB|PS|PS_i                7293.767693155635     All      0.7451787127595941         -0.07450315989343537       1.0045296339796126         -0.22216980872893244       
Zeropoint     AB|PS|PS_g                4741.8696909289565    All      -1.087726100666706         1.2043858294788379         0.11351418956772719        0.7516818808196492         
Check         All|All|All               All                   All      0.9990788775186354         0.9997260507613959         0.00891266455614681        0.000608536901287482       
Lambda        AB|PS|PS_z                8382.318808534745     All      0.0001545745427582806      -3.6942879567258186e-05    -2.532555760760069e-05     -6.351368850742023e-05     
Lambda        AB|PS|PS_r                6021.852601308498     All      -0.00012133456971441032    -2.4817471734115197e-05    -0.00048541982336030545    9.77673686642778e-06       
Lambda        AB|PS|PS_i                7293.767693155635     All      -0.0002288108395663854     8.979497713020315e-06      -0.00047642079122090886    5.6195664130990626e-05     
Lambda        AB|PS|PS_g                4741.8696909289565    All      -0.00014068259911683946    -0.0001927049690337052     -0.002462651369581262      -0.00012684221744283344    
MWEBV         All|All|All               All                   All      -0.7004848066709983        -3.99383290423172          0.10328449988648333        -1.0681427104482977        
Redshift      All|All|All               All                   All      4.563280460702498          2.0663598936041083         16.37553618930336          -0.08256420493935802       
