#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4548.070320860878    All      1.5543250364453856        0.5490086751546386         0.5907184068257798         -0.3011035633731646        
Zeropoint     AB|MEGACAMPSF|r           3720.026599037135    All      -2.0242450182433958       0.27942135817422553        -0.42740592508906383       0.7313067637395504         
Zeropoint     AB|MEGACAMPSF|z           5244.243973393752    All      1.4686870948665145        0.17060442447558444        -0.16788230983513786       -0.4303200478300795        
Check         All|All|All               All                  All      0.9987671130685043        0.9990344578044486         -0.00456982809842188       -0.00011684746369367005    
Lambda        AB|MEGACAMPSF|i           4548.070320860878    All      -6.787112968975595e-05    -0.00011272445763420453    -0.002039904443239782      -0.00010564177090172597    
Lambda        AB|MEGACAMPSF|r           3720.026599037135    All      -0.00395863615654816      0.00048205075554646543     -0.0014220745643970462     0.0013830171650723877      
Lambda        AB|MEGACAMPSF|z           5244.243973393752    All      0.00042544190944745114    4.4619321857804596e-05     -0.00017133504207393415    -0.0001316923414833145     
MWEBV         All|All|All               All                  All      -0.12997688303797728      -1.9725200310769964        -0.0023136158599834644     -0.600280167235126         
Redshift      All|All|All               All                  All      8.9609233055355           -0.023177395615370244      1.8452522980792252         -2.8440720313726437        
