#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          6281.698052839158     All      1.1063304606187014         -0.03056472357201301       -0.25101426551903816       -0.38152577803479565      
Zeropoint     AB|DECam|DECam_g          3890.417143170774     All      -0.6179344096365206        0.4690490479083209         0.18430455661878553        0.36229093869759454       
Zeropoint     AB|DECam|DECam_r          5170.6533990557955    All      -0.050680613340793546      0.6307001371647303         -0.5453365906916308        0.19761225979829655       
Zeropoint     AB|DECam|DECam_z          7361.226240852741     All      0.5559776177530664         -0.06940491084339584       0.6102980023824903         -0.176472867188945        
Check         All|All|All               All                   All      0.9936930553944536         0.9997795506576423         -0.0017482972093930682     0.0019045532721504443     
Lambda        AB|DECam|DECam_i          6281.698052839158     All      -0.0003351791759792916     -3.9966008784437895e-05    -0.0008347671860151353     5.890881521523784e-05     
Lambda        AB|DECam|DECam_g          3890.417143170774     All      -0.0007044446596404924     0.0004711894261820763      -0.00015374211562453017    0.00037608189445668017    
Lambda        AB|DECam|DECam_r          5170.6533990557955    All      -0.00018143476158368217    1.5098029232177842e-05     -0.0015658768695047303     -5.860697168172012e-06    
Lambda        AB|DECam|DECam_z          7361.226240852741     All      -6.619223942134517e-05     -8.349207995900777e-06     -0.0003439975368134913     3.4903481700312995e-06    
MWEBV         All|All|All               All                   All      -0.47317113698703395       -3.0784519585715486        0.08229521552238729        -0.8449532172827192       
Redshift      All|All|All               All                   All      4.222930183915311          0.43598081841178526        -1.4022078129795827        -1.2961080898637556       
