#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          6281.698052839158     All      1.0823977107408322         -0.0632959750049622        -0.38871702882015136       -0.3905367813336011       
Zeropoint     AB|DECam|DECam_g          3890.417143170774     All      -0.6954673494641928        0.5246339987927229         0.23471597958932833        0.407901445426923         
Zeropoint     AB|DECam|DECam_r          5170.6533990557955    All      -0.030135775275397236      0.626181296256334          -0.48412960171151376       0.19217958179063646       
Zeropoint     AB|DECam|DECam_z          7361.226240852741     All      0.651045921747794          -0.10579337972433933       0.5839528940595695         -0.2204683240996652       
Check         All|All|All               All                   All      1.0078405077490362         0.9817259403197554         -0.05417775688276727       -0.010924078215706817     
Lambda        AB|DECam|DECam_i          6281.698052839158     All      -0.00013628182172503053    -1.9956938101042434e-05    -0.00032253537945220174    2.349756893779689e-05     
Lambda        AB|DECam|DECam_g          3890.417143170774     All      -0.0007927787189931731     0.0005184708942406508      -2.6800426947411203e-05    0.0004259211578964263     
Lambda        AB|DECam|DECam_r          5170.6533990557955    All      -0.000103215758401369      7.5828215288322546e-06     -0.00156509351624448       -3.375219276719626e-05    
Lambda        AB|DECam|DECam_z          7361.226240852741     All      -6.0425285224798714e-05    -2.104575007642714e-05     -0.00041375072850943393    -5.636584578964458e-06    
MWEBV         All|All|All               All                   All      -0.47265768892672266       -3.084701108346266         0.03613256302750223        -0.8492160450439009       
Redshift      All|All|All               All                   All      4.132233970348208          0.5530600104119543         -0.6648626828523962        -1.1955244780088055       
