#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3942.535069227286    All      -1.0309972740421331        0.639886464740691          0.11747474287014947        0.5495041623961026        
Zeropoint     AB|SDSS|SDSS_i            6247.354551290152    All      1.1500061878803882         0.09383768034432194        0.5707140027722546         -0.3185604850671881       
Zeropoint     AB|SDSS|SDSS_z            7427.583790425962    All      0.1537499567923976         0.012657978802899095       0.18556476267465039        -0.03767739592933922      
Zeropoint     AB|SDSS|SDSS_r            5151.714740830295    All      0.7251846081218184         0.25281833282075894        -0.8676236756013367        -0.19258329604509533      
Check         All|All|All               All                  All      0.997943478752471          0.999200456708671          0.0061298327157177646      0.0006829853544799147     
Lambda        AB|SDSS|SDSS_g            3942.535069227286    All      -0.0009639708201025555     0.00037704909423638206     -0.0016980672792911218     0.00036103736061109245    
Lambda        AB|SDSS|SDSS_i            6247.354551290152    All      -0.00029491754113823384    -3.9577789874148555e-05    -0.00020253110403058348    7.413452443384213e-05     
Lambda        AB|SDSS|SDSS_z            7427.583790425962    All      -1.6547954828326772e-05    3.3182251320225984e-06     4.579661475068502e-05      8.51476097107271e-06      
Lambda        AB|SDSS|SDSS_r            5151.714740830295    All      0.00014502198077613523     6.50617292345174e-05       -0.00040967248869632264    -4.432748615407623e-05    
MWEBV         All|All|All               All                  All      -0.5694305265719253        -3.2261245674586547        0.1380848864565798         -0.8592105574730222       
Redshift      All|All|All               All                  All      4.161626412682586          0.11461201120770426        -8.85254970515229          -1.7132943684302104       
