#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_g          4055.8977722797895    All      -0.843832854645336         0.6555567775778925         0.18199223069395032        0.49652200906459276       
Zeropoint     AB|DECam|DECam_z          7674.339283624626     All      0.3207181243666464         -0.007593757400492507      0.40136914186967854        -0.08903071965178921      
Zeropoint     AB|DECam|DECam_i          6548.892882442825     All      0.9439748361448933         -0.02479100391923339       0.28680237282461274        -0.30276023289483867      
Zeropoint     AB|DECam|DECam_r          5390.589448556917     All      0.5768644046195475         0.3755526670676801         -0.8664961154067008        -0.10424159783797571      
Check         All|All|All               All                   All      0.9977245104857511         0.9987246833258467         0.0036676299815407987      0.0004894586799891743     
Lambda        AB|DECam|DECam_g          4055.8977722797895    All      -0.0006168482013616499     0.00030299846211539344     -0.0010495375439639931     0.0002527882801153017     
Lambda        AB|DECam|DECam_z          7674.339283624626     All      -0.00010852308799956485    -3.6131882080648615e-06    -0.00020584617294254286    2.4986636514127563e-05    
Lambda        AB|DECam|DECam_i          6548.892882442825     All      -0.0004882326087157086     2.4419000436319e-06        -0.0003320191268747129     0.00014501234149104394    
Lambda        AB|DECam|DECam_r          5390.589448556917     All      8.763482301712264e-05      5.295438930300886e-05      -0.0008440527630921394     -4.896275643574492e-05    
MWEBV         All|All|All               All                   All      -0.5180956970278565        -3.2607722862119104        0.14718253862426867        -0.8868119157630389       
Redshift      All|All|All               All                   All      7.118390301788115          -0.40999269968775565       3.294981954228615          -2.3052021087122316       
