#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_r                5816.073198280712    All      0.8211136657250103         0.2865698865859301         -0.06481394408664738      -0.17701084347848564      
Zeropoint     AB|PS|PS_i                7044.524269064718    All      1.0599318502613364         -0.22674703617013847       0.12282382552924243       -0.41363258056481067      
Zeropoint     AB|PS|PS_z                8095.877297157654    All      0.1523213761832502         -0.05341820459587865       -0.006733748232471554     -0.06731664634754966      
Zeropoint     AB|PS|PS_g                4579.830003337984    All      -1.0354612739778217        0.9922929929430779         -0.05103917757506814      0.6582286317892885        
Check         All|All|All               All                  All      0.9979056181917748         0.9986976387629909         0.00023695563505535255    0.0002685613984425572     
Lambda        AB|PS|PS_r                5816.073198280712    All      -0.0001146204072203352     -3.8162807085921036e-05    -0.0002925633378061102    1.1848997672630965e-05    
Lambda        AB|PS|PS_i                7044.524269064718    All      -0.0007361857521083183     9.95185413232818e-05       -0.0009775293853822367    0.0002285937353857439     
Lambda        AB|PS|PS_z                8095.877297157654    All      -1.677934811581477e-05     2.1276419993119473e-05     0.00013749429025081142    1.8531754356122282e-05    
Lambda        AB|PS|PS_g                4579.830003337984    All      -0.00010456160322423847    -4.547177624544175e-06     -0.0005479659644372879    8.124784518497019e-06     
MWEBV         All|All|All               All                  All      -0.6767642665886577        -3.8331013872610953        -0.012691740960343577     -1.028689214717917        
Redshift      All|All|All               All                  All      6.5408754695888955         -0.1632509552754513        5.206883022614282         -1.9513952608358927       
