#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3541.7936222785497    All      -0.15405990522838314       0.052938568919280726      0.008070191297204765       0.06778634864996122        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6128.477791845272     All      0.2148309102821308         -0.06294101407160468      -0.24755709906276735       -0.10152679052942495       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4329.810169161923     All      -0.24862015501234905       0.16761844340926757       -0.2056583258141398        0.12640501882250146        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4333.9317480887175    All      -0.27801117528840624       0.11824454470286128       -0.19474110360144792       0.12038312338692805        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4330.862313331929     All      -0.21016118899018638       0.1640040508153362        0.03434030226610041        0.12341037824624701        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7828.998435146936     All      0.14494947163521904        -0.024793228150699065     0.1094304367874388         -0.05040740389121792       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6171.739570537632     All      0.4469135897437606         -0.02892081965137905      -0.03355953729262673       -0.1564925296430715        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7519.171331757564     All      0.16017203871250418        -0.0317096060302724       0.09454810534819114        -0.05828291671337929       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5336.802508599846     All      0.14416131962033205        0.13694380874946788       -0.2317077761538222        -0.012691034594116551      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4734.414439973279     All      -0.2071925416497094        0.2821709392007321        0.4139818505595416         0.1778758939339084         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6331.643881175515     All      0.37840906631035254        -0.0004381396173869234    0.06343620821760432        -0.12057213205274517       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5294.246364485016     All      0.24671805999697727        0.11667526264016459       0.1346356507192059         -0.03635104664764868       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5355.951740200858     All      0.25348326293768353        0.13678496967752807       0.037311369472803335       -0.03634743831999396       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7493.002507335792     All      0.10187273185282261        -0.029883789757434442     0.015425826297432721       -0.04222904996987256       
Check         All|All|All                                All                   All      0.9934654849227483         0.9966939908358619        -0.0020439009592809754     0.0009604206780755853      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3541.7936222785497    All      -0.00023459111112587438    7.90698377193947e-05      3.176282603826e-05         0.00010358711922231619     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6128.477791845272     All      -4.119613849969213e-05     9.340951233404982e-06     -9.413208434062071e-06     1.6041524487827563e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4329.810169161923     All      -0.00013588503375772364    3.346641987289857e-05     -0.0002201458391539819     4.533924223665365e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4333.9317480887175    All      -0.00023941764443620645    8.499057799001334e-05     -0.000379157897604749      8.875035519686293e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4330.862313331929     All      -9.309193498474268e-05     4.0198322918690584e-05    -0.00013763353236379626    3.727506969693589e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7828.998435146936     All      -1.9296500744152438e-05    4.642343998122842e-06     8.424866821370429e-07      7.835265608380474e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6171.739570537632     All      -8.46550940751884e-05      3.3907393260048333e-06    6.753312268781213e-06      2.898079387036361e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7519.171331757564     All      -4.776830060675079e-05     5.139448554540646e-06     -5.922615975609346e-05     1.4590803021077079e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5336.802508599846     All      5.411102870991415e-05      -1.699372711349213e-05    -0.00033949427454624536    -3.831122848086055e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4734.414439973279     All      -0.00014085162364602612    1.2936480299841152e-05    -0.00046795148101322787    2.9211319559301315e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6331.643881175515     All      -8.198648392802668e-05     -3.190012182502674e-06    -4.0767809919910785e-05    2.3847323057490627e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5294.246364485016     All      1.289878896760522e-05      2.4340229897347345e-05    -0.0005256765252359882     -1.9731675253286078e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5355.951740200858     All      -3.7270429769427478e-06    2.223714359756203e-05     -0.0003327139954550167     -6.39010775336564e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7493.002507335792     All      1.3757594971901188e-05     -5.20921863379889e-06     -1.3120260860301011e-05    -6.763612164026488e-06     
MWEBV         All|All|All                                All                   All      -0.9391901885369651        -4.00536754640175         0.05523893992285256        -0.9962897795098874        
Redshift      All|All|All                                All                   All      6.532638876154913          -0.712234720771221        7.383309390433235          -2.030410491998951         
