#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3541.7936222785497    All      -0.13732538679206358       0.05595206544732889        0.008672559227708763       0.06334384132038716        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6128.477791845272     All      0.3134454857602244         -0.08154928903429948       -0.261970806273743         -0.1403533469882823        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4329.810169161923     All      -0.27114770850663883       0.17735289818396893        -0.2111123962978159        0.13667042618821074        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4333.9317480887175    All      -0.28294926780400176       0.14189746879056386        -0.14517280235144817       0.13190816373694372        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4330.862313331929     All      -0.19615676671001703       0.14590988996037169        0.010840109670314797       0.1119061080440462         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7828.998435146936     All      0.14168308770697816        -0.026321545906249355      0.11867482893321395        -0.04942872379458541       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6171.739570537632     All      0.414026697856463          -0.04702183532625526       -0.018281875454629542      -0.15099451143974024       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7519.171331757564     All      0.17613842959805062        -0.03937969714522538       0.12566535837129877        -0.06459347643205475       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5336.802508599846     All      0.11295063588320464        0.19500188220122894        -0.34916956217878947       0.011144956449358348       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4734.414439973279     All      -0.21459078229698747       0.2725056266707604         0.30272557640407044        0.1721725775032917         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6331.643881175515     All      0.38898186511587735        -0.0003543889453894167     0.03109784543808107        -0.12543187271539077       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5294.246364485016     All      0.1852864642443814         0.12299174801135848        0.13560106134423894        -0.014240185937740122      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5355.951740200858     All      0.22367709543265854        0.11809069782078296        0.20256485767878368        -0.025353424140026785      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7493.002507335792     All      0.1412273711499715         -0.03890189668345201       0.05134411782968703        -0.05638277644650046       
Check         All|All|All                                All                   All      0.9952472206381009         0.9961736240454933         0.001478872340971514       0.00036775534791706754     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3541.7936222785497    All      -0.00027417759171826576    0.00010659551904096278     -2.308417434810921e-05     0.00012300018855815556     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6128.477791845272     All      -4.91283344787015e-05      5.487973431798237e-06      -0.0001966031390716191     9.016833178399974e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4329.810169161923     All      -0.0001493656226265659     4.7262834870058193e-05     -0.00016392888765240956    5.67329641329785e-05       
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4333.9317480887175    All      -0.00023869867148361998    9.855284556961655e-05      -0.0003346198577177245     9.492136695306458e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4330.862313331929     All      -0.00011076780704940699    4.6321868476318705e-05     -0.00012358404744007415    4.565428697929496e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7828.998435146936     All      -1.0892109336284748e-05    3.1773941110824453e-06     1.6527494938943477e-05     5.320446336808616e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6171.739570537632     All      -0.00010033616687383682    -2.5968309070828714e-06    -0.0001480010139394523     2.5232311744967096e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7519.171331757564     All      -5.694434267236159e-05     6.665177628371325e-06      -0.00011923075947040227    1.5398992264914593e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5336.802508599846     All      1.8142956203331586e-05     1.0691668358786533e-05     -0.00028212478276342366    -1.5017062893529022e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4734.414439973279     All      -0.0001968017871304527     2.907447518448972e-05      -0.0006643660792618671     4.3927722949858834e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6331.643881175515     All      -0.00010336568354323556    -8.276754351988405e-06     -0.00011024663809334479    2.605379145682701e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5294.246364485016     All      -2.353776252077533e-05     5.918817025895894e-05      -0.000625024211777231      -9.454020305362812e-07     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5355.951740200858     All      5.476957718353082e-08      2.5969655669481353e-05     -0.00038281951905441887    -8.64214593425328e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7493.002507335792     All      8.873699386024312e-07      -2.0407397971109753e-06    -5.238748868862094e-05     -3.29159468601123e-06      
MWEBV         All|All|All                                All                   All      -0.9237090791726885        -4.005665556941729         0.06320951802425717        -1.0010738676872044        
Redshift      All|All|All                                All                   All      7.260509452695897          -1.0694835205244502        8.44005333475724           -2.336711943439285         
