#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_g                4616.819961948327    All      -0.9761609449356974        1.1319757871674163         0.4521591036567463        0.7068672733889537         
Zeropoint     AB|PS|PS_z                8161.265349971408    All      0.31512271857280993        -0.03543507099550425       0.294329364780066         -0.10105363732685509       
Zeropoint     AB|PS|PS_i                7101.420848403328    All      1.0309265075792586         -0.10909299965966568       0.7549009177619803        -0.3376540982102713        
Zeropoint     AB|PS|PS_r                5863.047934618596    All      0.6273582081815077         0.012100168775042164       -1.4991665100839713       -0.26731070074526697       
Check         All|All|All               All                  All      0.997246489397879          0.9995478852872886         0.002222876114821304      0.0008488371065603073      
Lambda        AB|PS|PS_g                4616.819961948327    All      -0.0001596692429870486     4.77863691205765e-05       -0.000362796988646325     5.138515461338064e-05      
Lambda        AB|PS|PS_z                8161.265349971408    All      0.00013404083134504747     -2.3659359746544228e-05    0.00022203728387444865    -4.145963622175643e-05     
Lambda        AB|PS|PS_i                7101.420848403328    All      -0.00044677505593778376    1.5841112978305625e-05     -0.0006169972721225332    0.00012315555134700403     
Lambda        AB|PS|PS_r                5863.047934618596    All      -0.0001597323871173078     -0.00014154472107964796    -0.001137264935526543     -4.4826589618722005e-05    
MWEBV         All|All|All               All                  All      -0.6318812504983735        -3.8566567029170606        0.17093522506390624       -1.0427874027963948        
Redshift      All|All|All               All                  All      5.540114535359009          0.8172162080366085         10.273458184969341        -1.0799461094402607        
