#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_g          3684.1071431541422    All      -0.6085693925114213        0.3720757320129664         0.05374790288057592        0.3218269013742758         
Zeropoint     AB|DECam|DECam_i          5948.577701552233     All      1.0299376860077547         0.06361245260464443        -0.5528817558788425        -0.33943649314609503       
Zeropoint     AB|DECam|DECam_z          6970.858182625701     All      0.6560934614351848         -0.009747828570993988      0.5773696387754433         -0.19112105846708244       
Zeropoint     AB|DECam|DECam_r          4896.4520824392       All      -0.08373493417796163       0.5736071006026577         -0.0757991497699776        0.21073535871730698        
Check         All|All|All               All                   All      0.9937268207535566         0.9995474566492746         0.002436636007199164       0.0020047084784052815      
Lambda        AB|DECam|DECam_g          3684.1071431541422    All      -0.001072019531769644      0.0006002171249402004      -0.00020216333755401875    0.0005356808727898841      
Lambda        AB|DECam|DECam_i          5948.577701552233     All      -0.0001309719670201948     2.900288836970226e-06      0.00010578458393530009     4.832727812908833e-05      
Lambda        AB|DECam|DECam_z          6970.858182625701     All      -0.00048477928906981096    -1.6607649404886886e-06    -0.0006161471604467921     0.00012987177952707225     
Lambda        AB|DECam|DECam_r          4896.4520824392       All      -0.00019358195871939054    -6.298085913097255e-05     -0.0016803653699566572     -3.2445914037669085e-05    
MWEBV         All|All|All               All                   All      -0.46305958929727          -2.8236982263354804        0.04707403853026834        -0.7668369686513238        
Redshift      All|All|All               All                   All      6.9660722926475795         -0.30686556558432443       7.379055073903692          -2.039741795800358         
