#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
58164.90143  16.569  0.024
58164.90332  16.567  0.024
58169.42085  16.873  0.027
58169.42273  16.871  0.027
58173.41755  17.074  0.025
58173.41943  17.085  0.025
58178.07692  17.324  0.038
58182.15218  17.424  0.053
58186.16447  17.607  0.05
58186.16637  17.65  0.05
58190.15465  18.042  0.028
58190.15654  18.062  0.028
58194.49939  18.27  0.031
58194.50128  18.268  0.028
58197.86579  18.498  0.043
58197.86766  18.486  0.042
58214.07799  18.2  0.035
58214.08079  19.233  0.055
58220.0745  19.306  0.035
58220.07731  19.291  0.035
