#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_g
@MAGSYS  Linear_AB11_off
58164.89565  16.521  0.028
58164.89847  16.511  0.028
58169.41506  16.824  0.029
58169.41787  16.834  0.028
58173.41176  17.259  0.024
58173.41457  17.255  0.024
58190.14885  19.146  0.03
58190.15167  19.114  0.03
58194.49359  19.29  0.033
58194.4964  19.267  0.032
58197.85999  19.41  0.04
58197.86281  19.397  0.046
58214.06988  19.788  0.049
58220.06635  19.876  0.041
58220.07032  19.82  0.035
58228.04521  20.011  0.053
58228.04919  20.11  0.055
