#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5330.739494091779     All      0.008488009704075039       0.5194938703652063         0.013821111051504076       0.16706819311895355        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4767.048659817878     All      -0.3841080603844651        0.3414735252006196         0.039001221629186844       0.23808623874536916        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6170.721261255811     All      1.0074191508842616         -0.3114362630581624        -0.3068849085222869        -0.44328946137132813       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4350.322138746059     All      -0.17679929250476234       0.06352596259580068        -0.07570622559658347       0.0749034209100427         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7572.57460934431      All      0.20522808801825151        -0.030427388050480175      0.019825071757617607       -0.07587603949118504       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3566.207131737661     All      -0.0663558121817748        0.031400671116088574       -0.01094345648149364       0.03135414650159568        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7544.651617108681     All      0.35882545437396635        -0.16692043210895235       -0.03347629131180696       -0.17274662488359488       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6219.823083034701     All      0.46690893411484236        0.045745131402874506       0.18015793492742738        -0.12914728522049196       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4363.8054491032435    All      -0.44467778871861385       0.3020473894869369         -0.027991539407024035      0.24198382322696693        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5385.595974976109     All      0.04511348141845642        0.17702036449236402        0.16734492104064635        0.05043424666334728        
Check         All|All|All                                All                   All      1.020042164724237          0.9719228314422956         -0.034852160912812735      -0.017229341800324705      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5330.739494091779     All      7.40980547230305e-05       0.00040205057096606977     -0.00019671881197503685    9.804626677604536e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4767.048659817878     All      -0.0004199921503472862     0.00036290213494852654     0.00014792147709822626     0.000261615481321912       
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6170.721261255811     All      0.000125422632010932       2.2313361622855695e-05     0.0002784423758792902      -2.116047716371778e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4350.322138746059     All      -0.00029044096963822756    7.950294298008701e-05      -0.00015012240723806015    0.00011380362958524442     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7572.57460934431      All      -2.6799061643933128e-05    -1.1056164332712427e-05    -2.3294873024640875e-05    4.08843638659443e-06       
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3566.207131737661     All      2.519484134603908e-05      -2.6429550443163567e-05    7.239244725278377e-05      -1.3585220363378264e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7544.651617108681     All      1.67861197125349e-05       -3.2112581511202994e-05    -5.264578004184455e-05     -1.8277255078003453e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6219.823083034701     All      1.2425252772314544e-05     2.569578818964538e-06      7.858235712709953e-05      2.964524342223555e-07      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4363.8054491032435    All      -0.0006310043529440095     0.00040256487345205174     -0.0001249070751470214     0.0003310934713683777      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5385.595974976109     All      0.00011488437865976971     0.00010210095106257908     5.2907881984662896e-05     -1.8029471548181835e-06    
MWEBV         All|All|All                                All                   All      -0.9014045227392051        -4.07287560005285          -0.004824745038067846      -1.0332677743921368        
Redshift      All|All|All                                All                   All      10.435705264956015         -6.447175996828314         -1.8255999139209944        -5.580777996739904         
