#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_u
@MAGSYS  Linear_AB11_off
53832.42  14.899  0.011
53833.41  14.906  0.012
53835.43  15.082  0.014
53838.38  15.379  0.015
53841.42  15.75  0.012
53845.38  16.366  0.013
53846.38  16.546  0.011
53853.42  17.589  0.015
53858.36  18.073  0.036
53861.37  18.248  0.026
53862.34  18.297  0.028
53866.34  18.436  0.04
53867.34  18.47  0.042
53870.35  18.55  0.077
53871.33  18.775  0.068
53872.32  18.673  0.044
53891.29  19.2  0.056
53829.38  14.924  0.011
53830.39  14.88  0.011
53886.29  19.033  0.02
53892.28  19.236  0.036
53893.29  19.271  0.031
