#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5300.143638275801     All      0.3234312207202995         0.16374538214396495        0.22666137294416144        -0.0419000750758907        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3545.7388347343103    All      -0.220534017620245         0.09065515018118475        -0.08185401142514201       0.0977117811844252         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4739.688115633493     All      -0.2671914576318557        0.37632783904797407        0.2552609857090962         0.22100653150552962        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7501.3489808956965    All      0.19348206224968997        -0.02112802479103948       0.11362788875810262        -0.06483487501005518       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7529.111708716729     All      0.17227146285217426        -0.02957046684635145       -0.01653168324026197       -0.06648429000079531       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6184.124319202714     All      0.5268165940217543         -0.052368776509581494      -0.3424150117713434        -0.20394013913485662       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4325.353402408886     All      -0.24469691391590276       0.14663287888732057        -0.1429405983269547        0.12109020548287641        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6135.304318034476     All      0.5831193929839572         -0.01212933519845194       0.22205192827108491        -0.1839829361593715        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5354.685269600971     All      0.2672850611985268         0.09627306192818708        -0.2165435468311576        -0.06536757823654994       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4338.759325112806     All      -0.33942854772876385       0.23867695149366597        -0.01771237142639119       0.18751755841596554        
Check         All|All|All                                All                   All      0.9945548571296348         0.997114660336873          -0.0003950473388057013     0.0008161829712774737      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5300.143638275801     All      8.589398935474328e-05      3.65110444951113e-05       9.749513402077198e-05      -1.1734889739018316e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3545.7388347343103    All      -0.0003062135960829706     8.089748708427155e-05      -0.0004277621656923876     0.00010700575454963683     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4739.688115633493     All      -1.8069082347019265e-05    -6.378257370594585e-05     -0.0004193746377418119     -3.360515202917095e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7501.3489808956965    All      -5.751592879457455e-05     6.841255434287012e-06      -2.9553473273960545e-05    1.964441641378794e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7529.111708716729     All      -5.565415971610409e-05     3.4086926476891555e-06     -7.428787823187141e-05     1.5923587311409402e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6184.124319202714     All      -0.00014703960994603355    -8.055876817627535e-07     -0.00016064293427484367    4.0464475657530044e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4325.353402408886     All      -0.00010246809690083738    4.020178228821763e-05      -0.00020558376687289468    3.729801404803532e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6135.304318034476     All      -0.000109861896517807      2.357457391754207e-06      -7.973122148238441e-05     3.2995497252923304e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5354.685269600971     All      1.7524425432196176e-05     -7.4950412789337635e-06    -0.0006624223821664478     -3.7710531943952215e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4338.759325112806     All      -9.721001180194618e-05     3.3063808357357355e-05     -0.0002210790336129553     3.25687272163937e-05       
MWEBV         All|All|All                                All                   All      -1.0160882742630655        -3.97529071056244          -0.022307892698180818      -0.9649050871658065        
Redshift      All|All|All                                All                   All      4.218750940656376          0.49021985186765704        -0.13863531146265165       -1.2206918978694143        
