#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_r          4670.026552615423    All      0.7142332803918483         0.5624250359609562         2.0311708708859455        0.04119288758321904       
Zeropoint     AB|DECam|DECam_g          3513.743807054529    All      -0.8080503463982023        0.26652645156879373        -0.5187059372215863       0.32687755197642954       
Zeropoint     AB|DECam|DECam_i          5673.4989639082      All      0.28043465923582517        0.034763403584570085       -3.580815335192411        -0.23981855262951643      
Zeropoint     AB|DECam|DECam_z          6648.506359151682    All      0.8121101452124505         0.13511854905168263        2.0938299705051566        -0.12708042026109492      
Check         All|All|All               All                  All      0.9987277384419216         0.9988334401660026         0.025479568977104794      0.0011714666690372244     
Lambda        AB|DECam|DECam_r          4670.026552615423    All      -0.00024432624317296994    -0.0001269442096684042     -0.0013546070392259427    -2.221470060892132e-05    
Lambda        AB|DECam|DECam_g          3513.743807054529    All      -0.0013550573366685624     0.00027198317600440495     -0.0033787022635105445    0.0003792046588182485     
Lambda        AB|DECam|DECam_i          5673.4989639082      All      -7.429194523556621e-05     -1.1263665018374724e-05    0.0008298256586468863     5.7561692329581414e-05    
Lambda        AB|DECam|DECam_z          6648.506359151682    All      -0.0003897233307180375     -6.572125559423966e-05     -0.0010634910263637918    5.8079415150475036e-05    
MWEBV         All|All|All               All                  All      -0.5582782496039878        -2.599888739666234         0.06640929345718138       -0.6620561618431963       
Redshift      All|All|All               All                  All      6.239656163461289          0.3851523069487328         4.9756971926979805        -1.6849620003625192       
