#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6334.568510688256     All      0.5125426706171246         -0.08119452398549498       -0.3531284391183464        -0.20915823803317038       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6174.5903391581805    All      0.738075065921174          -0.05510290363641701       0.2365259041098906         -0.24780909468877396       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7832.614702945367     All      0.16664953394150817        -0.03402753162369265       0.06651178016729994        -0.062399007062632156      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4331.810138023556     All      -0.49562438224457206       0.36049730975324934        0.03966602612440666        0.2806371132172199         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4332.862768186133     All      -0.6291608523059973        0.414504656112058          -0.13866602021139102       0.33376816405507975        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5339.267614094285     All      0.1607798585792816         0.18428142289597105        -0.20428205444345307       -0.0014609371798252856     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5358.425690856038     All      0.3085252108241524         0.2534510738295914         0.2524551309061253         -0.006673545296554352      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7522.644488302832     All      0.23499954459177452        -0.04549811725258479       0.10261817181093014        -0.08678793886197456       
Check         All|All|All                                All                   All      0.9967866499244459         0.9969113860926804         0.0017004993454621808      0.00011651614936898647     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6334.568510688256     All      -0.00015200779281245228    -2.2065677188454615e-06    -0.0002720593588396966     3.665442766533172e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6174.5903391581805    All      -0.00019909622676874512    1.0079316402962452e-05     -0.00027390440569263443    5.5912260453360474e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7832.614702945367     All      -4.049805101171477e-06     2.697250334096891e-06      2.241241405227981e-05      3.197901029456255e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4331.810138023556     All      -0.00016199006326954535    7.950803680485499e-05      -0.00015273288935154373    7.184810887076185e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4332.862768186133     All      -0.0002833414580760173     0.00011266521986249146     -0.0004322245307624142     0.00010970420756483977     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5339.267614094285     All      2.502064483444772e-06      1.857144889738065e-05      -0.0005081096152724241     -1.7440271295891282e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5358.425690856038     All      4.041478869182612e-05      2.772294776821162e-05      -0.00029764999233106246    -1.7416902238752463e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7522.644488302832     All      -8.256785122619618e-05     1.0532563588299253e-05     -0.00011300320017345774    2.5283054198935414e-05     
MWEBV         All|All|All                                All                   All      -0.8626833451985778        -4.031531447401093         0.02108598341788218        -1.0312571082978066        
Redshift      All|All|All                                All                   All      5.035643453109581          -0.2717763608524493        -0.06240774191068716       -1.7315862132259918        
