#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6334.568510688256     All      0.3548368504977697         -0.07341424782651984      -0.4608637483173972        -0.1600617041836394        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6174.5903391581805    All      0.9396983440438045         -0.08547983243918367      0.23604927990006352        -0.3234004642139021        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7832.614702945367     All      0.16254111287864176        -0.031852620548900035     0.09930281558143683        -0.0588890057631547        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4331.810138023556     All      -0.4550649426831579        0.376686276340088         0.1780206891102587         0.2788729815737301         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4332.862768186133     All      -0.61175447070439          0.4620238640251628        0.052427619525152735       0.3521045337473938         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5339.267614094285     All      0.06497499295920278        0.10819809908291234       -0.3679189542277861        -0.002339345474103305      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5358.425690856038     All      0.30525261483785354        0.2854357443260014        0.15097725872625922        0.00028241496209946426     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7522.644488302832     All      0.2118746103419048         -0.03979736548380686      0.11192487061886247        -0.07698314936512296       
Check         All|All|All                                All                   All      0.972359112171629          1.0017999174757541        -8.016908314978366e-05     0.009586261283300868       
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6334.568510688256     All      -3.496666578385901e-05     6.722584768446379e-06     1.3024159760127663e-05     1.4160768872782699e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6174.5903391581805    All      2.0669685559715423e-05     1.2252613012400995e-05    9.592025353009957e-05      1.5387629271365522e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7832.614702945367     All      -1.1448438488610411e-05    1.2282297804705842e-06    -1.0445944543154105e-05    3.6630533767651088e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4331.810138023556     All      -0.00026330584984209473    0.00017128726778897234    -0.00013193501673843726    0.00013567362225990268     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4332.862768186133     All      -0.0004527288391956096     0.00022560536618431958    -0.0005581114944096587     0.0001960498145426078      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5339.267614094285     All      8.184797563557381e-06      2.9295573417048233e-05    -0.0004764747770809443     -1.4386406712247076e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5358.425690856038     All      6.242094407909462e-05      7.885546486065435e-05     -0.0004223861268224348     -1.3495888792545225e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7522.644488302832     All      -5.945443553950286e-05     6.070545809748951e-06     -8.019840650604708e-05     1.7764755588900117e-05     
MWEBV         All|All|All                                All                   All      -0.8565232233276752        -4.035977951379444        0.03668668794118979        -1.0340158474931027        
Redshift      All|All|All                                All                   All      4.620116864205399          -1.3103893933545052       0.57587581283296           -1.9060623033230584        
