#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  CalanTololo
@BAND  Bessell12_I
@MAGSYS  Linear_AB11_off
48840.20999999996  15.035  0.031
48843.24000000022  15.114  0.041
48845.060000000056  15.244  0.03
48846.220000000205  15.313  0.03
48847.12999999989  15.4  0.03
48848.33999999985  15.483  0.03
48854.200000000186  15.636  0.03
48855.169999999925  15.607  0.03
48868.299999999814  15.459  0.03
48872.04000000004  15.684  0.03
48885.22999999998  16.434  0.03
48891.10000000009  16.692  0.031
48905.049999999814  17.275  0.034
48908.049999999814  17.373  0.031
48922.049999999814  17.96  0.033
48940.06999999983  18.605  0.058
48941.049999999814  18.544  0.039
48946.08999999985  18.819  0.064
