#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           5322.606983705268    All      1.0334588199798034        0.0828242380052302        -0.2345163039920696       -0.3201183438506472        
Zeropoint     AB|MEGACAMPSF|i           4619.662294198179    All      2.076276252330765         0.6177559786735287        0.5327545612691129        -0.4513136478056574        
Zeropoint     AB|MEGACAMPSF|r           3778.125821710432    All      -2.10682832516001         0.29850040764287655       -0.29891049046134516      0.770155698895662          
Check         All|All|All               All                  All      1.0029067471505588        0.9990806243216355        -0.0006722331843018181    -0.0012762927606425611     
Lambda        AB|MEGACAMPSF|z           5322.606983705268    All      6.930235174839486e-05     4.796463661307485e-06     -3.79300938027796e-05     -2.2704335810445665e-05    
Lambda        AB|MEGACAMPSF|i           4619.662294198179    All      -0.000303752340444566     -0.0001023740538985504    -0.001285217890430374     8.242161419235946e-06      
Lambda        AB|MEGACAMPSF|r           3778.125821710432    All      -0.0028618235795385616    0.0003859688991573618     -0.0010666075425248786    0.0010103150636384414      
MWEBV         All|All|All               All                  All      -0.1369433297700955       -2.0240880479374113       0.004758070122600693      -0.614492789107661         
Redshift      All|All|All               All                  All      6.570287296358447         0.08207037706693399       -1.2668938777403433       -2.1699613617400457        
