#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_I 7751.79223799631 All 0.29191289133201387 0.13129677150249197 0.8698290933000439 -0.01350147688840908
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_R 6461.5067411849295 All 4.022093846549549 -3.3540817519604653 -5.496038795380776 -2.647926030448593
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_V 5315.643297026074 All 1.068742345006926 1.3179212435048235 4.399688114267061 0.2775036384861514
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_B 4329.489704932063 All 0.4295726095889882 0.1055124670212324 4.15120813440295 0.07969230353271933
Check All|All|All All All 5.812321692477475 -1.7993512699319174 3.924686546589278 -2.304231565318131
