#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_I 7751.79223799631 All 0.25112669422533573 0.22636748154345376 0.9781803283347668 0.035586805309440105
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_R 6461.5067411849295 All 1.7720041180506345 -1.1683962469192375 -4.7885966868240235 -1.1714782120732128
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_V 5315.643297026074 All -1.0491655657866175 -0.07501967897681094 -14.916318734452297 -0.34833543316291804
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_B 4329.489704932063 All -0.505150817328695 0.22073130222208714 -1.3039113405055742 0.1782561126715044
Check All|All|All All All 0.46881442916065774 -0.7963171421305075 -20.030646433447128 -1.3059707272551864
