#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_g                4625.899809243398    All      -1.0524728586398517        1.1053465702350884         0.31433840420500714        0.7169002574107577         
Zeropoint     AB|PS|PS_z                8177.316017687075    All      0.3145667202408585         -0.05749469703513199       0.17150800445056175        -0.11353902953298486       
Zeropoint     AB|PS|PS_r                5874.578724289578    All      0.9552278005763747         0.041328932054263134       -1.1150782204361547        -0.34744774746640544       
Zeropoint     AB|PS|PS_i                7115.387131995275    All      0.7816767375566468         -0.09005392508640853       0.6353345112254313         -0.2555992946596649        
Check         All|All|All               All                  All      0.9989983997340284         0.999126880167811          0.0061026994448455385      0.0003141857517024449      
Lambda        AB|PS|PS_g                4625.899809243398    All      -0.00012609544859169336    -5.713225543033751e-05     -0.0010496698815763426     -2.4378365021043352e-05    
Lambda        AB|PS|PS_z                8177.316017687075    All      0.00014782635695321817     -1.3781966944431995e-05    0.00023975233797309084     -4.194210214831815e-05     
Lambda        AB|PS|PS_r                5874.578724289578    All      -0.00011946911796685507    -2.5742672793189472e-05    -0.00024908413839279625    1.941430560711808e-05      
Lambda        AB|PS|PS_i                7115.387131995275    All      -0.000453335398211045      1.6852849494842573e-05     -0.0008264287952358336     0.00011627605953048157     
MWEBV         All|All|All               All                  All      -0.6578795316783008        -3.872316387501762         0.09655249482087885        -1.0427391413788276        
Redshift      All|All|All               All                  All      5.0306945475978235         0.03624211332029503        3.062970280378275          -1.4901711745490895        
