#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5292.841220684811    All      3.630862538502108         0.056038593193719066      0.7141395524649763        -1.1325689988992467        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4419.905511888214    All      -2.6343814017020017       0.9458785663845504        -0.7169822679734317       1.1342128330209096         
Check         All|All|All                            All                  All      0.996481136800106         1.0019171595782694        -0.0028427155084553846    0.0016438341216629127      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5292.841220684811    All      0.0012779448078887598     -1.879541616836038e-05    -0.0003010513134666921    -0.00043582548990295017    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4419.905511888214    All      -0.0006606553382444616    -7.74657250177037e-05     -0.001953759229646348     0.00010277674226879746     
MWEBV         All|All|All                            All                  All      -0.1076104243894993       -2.3872056883531556       -0.004970029012496546     -0.7427609634978398        
Redshift      All|All|All                            All                  All      0.02108458784044974       0.020919326170520947      -0.4978967782357735       -0.02227267761831589       
