Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 52977.67102083494 0.2534798328269464
Redshift 0.427 0 F
Color -0.061804585257129396 0.038576176588295916
X0 1.4410163238785124e-05 4.0538311810273925e-07
X1 0.2382638111551061 0.3154999817639707
RestFrameMag_0_UX 22.279152809332366 0.0
RestFrameMag_0_B 22.74649803808906 0.030543660111860844
RestFrameMag_0_V 22.78396518252094 0.0
RestFrameMag_0_R 22.83197618654885 0.0
CovDayMaxDayMax 0.06425202564997672 -1
CovDayMaxRestFrameMag_0_B -0.0014047178371378974 -1
CovDayMaxX1 0.006477145946070977 -1
CovDayMaxColor -0.0007689493705696334 -1
CovRestFrameMag_0_BDayMax -0.0014047178371379009 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0009329151730288791 -1
CovRestFrameMag_0_BX1 0.004615798269486166 -1
CovRestFrameMag_0_BColor 0.0007886125713162862 -1
CovX1DayMax 0.006477145946070912 -1
CovX1RestFrameMag_0_B 0.004615798269486165 -1
CovX1X1 0.09954023849306586 -1
CovX1Color -0.0003592038336299177 -1
CovColorDayMax -0.0007689493705696367 -1
CovColorRestFrameMag_0_B 0.0007886125713162864 -1
CovColorX1 -0.0003592038336299161 -1
CovColorColor 0.00148812140017139 -1

dmu_estimate 0.11641041152968487
FirstPhase  -12.269881454057746
LastPhase  18.572515182242125
LatestNegPhase  -1.075908083350139
EarliestPosPhase  7.354014831859525
NightsNegPhase  7
NightsPosPhase  6

salt3source   1
salt2_version   salt3-f22
