#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5589.566727100218    All      3.3881448567992116        -0.2512977907223046        0.4472954291883784        -1.1655254637533252       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4667.692786556089    All      -2.390575390739442        1.253583672916747          -0.44763356877232235      1.1670466660372576        
Check         All|All|All                            All                  All      0.9975694660597698        1.0022858821944425         -0.0003381395839439638    0.0015212022839323769     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5589.566727100218    All      -0.0004795199853949908    3.6981425490492636e-05     8.193151968702659e-05     0.00017189772934286845    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4667.692786556089    All      -0.0001905242412974349    -0.00015431777934140053    -0.0020627137873195298    -8.025580681001345e-05    
MWEBV         All|All|All                            All                  All      -0.24717437053991453      -2.5839361094062596        -0.016866049995935127     -0.7619128298748497       
Redshift      All|All|All                            All                  All      3.2747602065370143        1.3749076722483267         0.2050503759997928        -0.6096940171911127       
