#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                   ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7552.798427597616     All      0.47461546208364286        -0.13401857728023714     0.5839683112992176         -0.17219230642211308       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6199.3407075355035    All      1.2284584425060006         -0.12820240393800475     0.003164155918208124       -0.44176786875674623       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4350.230713871679     All      -1.0738436203406727        0.7466584910063467       0.38519343907553705        0.6101868444626606         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5379.904526290695     All      0.36772399358726376        0.5127728111637531       -0.9701744877791698        0.003952740309688284       
Check         All|All|All                                All                   All      0.9969542778362345         0.9972103209518579       0.0021514185137929687      0.00017940959348960919     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7552.798427597616     All      -0.00015587543649533272    3.667346823364165e-05    -0.0003771539106664081     4.588886611324967e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6199.3407075355035    All      -0.0003163432744845269     2.811519362566484e-05    -0.00017069712908830868    0.00010458402652283176     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4350.230713871679     All      -0.0003511899968998199     0.0001374538811773375    -0.0006710142784358103     0.00012922310160633598     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5379.904526290695     All      -3.342663185886372e-05     8.206857221169235e-05    -0.001319311426818266      -2.1254221955552567e-05    
MWEBV         All|All|All                                All                   All      -0.8768532332298116        -4.055800120933828       0.11173196345444425        -1.030501501208716         
Redshift      All|All|All                                All                   All      4.645952955144778          -0.3905458160994968      1.5380454054742916         -1.571917443222898         
