#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5362.023120189447     All      -0.14530476138536463       0.5239258098965749         -0.877162006867187         0.17884670239124914       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6338.821282657031     All      0.7631203151913415         -0.20952529627669136       0.35117621523942966        -0.30115129315316974      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7837.873202272463     All      0.2541036374750166         -0.10758889558148965       0.16946061101231708        -0.11025290858235141      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5342.852181473215     All      0.11522839212996011        0.4799149933820246         0.42131737527086943        0.13759188327823244       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4335.771676234724     All      -0.3196918812970475        0.257025525034571          -0.28263898986576735       0.17524295267752715       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4334.7183393790165    All      -0.6045882890452655        0.3308792468223132         0.3988790902736913         0.3225126942133793        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6178.735708281386     All      0.634696292059096          -0.14087241117834992       -0.32619342906362303       -0.26718475668376623      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7527.694886219743     All      0.3011073782114171         -0.13886592603853387       0.15507853996778448        -0.13639333689718713      
Check         All|All|All                                All                   All      0.9986710833391539         0.9948930460604188         0.009917405967514503       -0.000788062756086505     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5362.023120189447     All      -0.00014612932357286018    0.0004641612621108         -0.0008945372635118787     0.00015887263211157422    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6338.821282657031     All      -0.00021872119961420232    4.740848148724934e-05      -0.0005709696755922936     6.120743828837376e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7837.873202272463     All      -2.7849116268802197e-05    2.5409385199728878e-05     1.968867845659433e-05      1.822666137364316e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5342.852181473215     All      -0.00026058496712438184    0.0005304454936307629      -0.0012803618233721802     0.00020052797750917139    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4335.771676234724     All      -0.0003161137658709603     0.00025542690973173        -0.0002793190003512622     0.00017370487705360504    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4334.7183393790165    All      -0.00046788034936116353    0.00026119142486410584     7.633434867640644e-05      0.00024088911400453977    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6178.735708281386     All      -3.650625587080204e-05     -2.7288040167494436e-05    6.831736595956332e-05      6.051366397318495e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7527.694886219743     All      -3.33389899586797e-05      -7.3428791645946415e-06    -4.3474115440976423e-05    6.5277384295346215e-06    
MWEBV         All|All|All                                All                   All      -0.8179364466179155        -4.078964262007467         0.059705120602300155       -1.0595596787840509       
Redshift      All|All|All                                All                   All      8.234066938446421          -5.373556988007699         5.591600462011718          -4.182923343048376        
