#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_g          3965.6050142407794    All      -0.585176864742065         0.766059516465667          1.0839295429937708         0.4885129409113611        
Zeropoint     AB|DECam|DECam_r          5270.583665350848     All      -0.11759640866798224       0.027833196712023778       -2.742180111614435         -0.07499969703946957      
Zeropoint     AB|DECam|DECam_i          6403.1008448576595    All      1.1458682686433457         0.11338302291203917        0.4672355746119606         -0.3154638345307713       
Zeropoint     AB|DECam|DECam_z          7503.492457853647     All      0.5558379614971382         0.0922853668635426         1.2090730816146933         -0.09703895193888681      
Check         All|All|All               All                   All      0.9989329567304365         0.9995611029532725         0.018058087605989703       0.0010104574022334056     
Lambda        AB|DECam|DECam_g          3965.6050142407794    All      -0.0005888440354329277     0.0006727712454195722      0.000617316988690241       0.0004384976248544179     
Lambda        AB|DECam|DECam_r          5270.583665350848     All      -8.135262347963785e-05     -6.143515519838607e-05     -0.0018481960550970045     -7.598872679708075e-05    
Lambda        AB|DECam|DECam_i          6403.1008448576595    All      -0.00041646990912277417    -0.0001474087746326389     -0.001170059457933283      3.542768363298876e-05     
Lambda        AB|DECam|DECam_z          7503.492457853647     All      -9.388161967465164e-05     -2.2117672331314186e-05    -0.00025402612022461387    1.2039859567610863e-05    
MWEBV         All|All|All               All                   All      -0.4763818182433792        -3.155316593733737         0.15823568502044946        -0.8655558588412234       
Redshift      All|All|All               All                   All      6.105252069209924          0.5746681011254751         2.76487392422114           -1.678109524581809        
