#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_g          3965.6050142407794    All      -0.5785510779477935        0.7700217825899358         1.2635797830193418         0.495662309710547         
Zeropoint     AB|DECam|DECam_r          5270.583665350848     All      -0.18503242944828327       0.03378221199206166        -3.2342765629078007        -0.07305578100261362      
Zeropoint     AB|DECam|DECam_i          6403.1008448576595    All      1.201609089594056          0.09438133765033996        0.5408834659734296         -0.3365233606206372       
Zeropoint     AB|DECam|DECam_z          7503.492457853647     All      0.5606899545194791         0.1011634183017307         1.4478421008804476         -0.08507236755606745      
Check         All|All|All               All                   All      0.9987155367174584         0.9993487505340681         0.01802878696541832        0.001010800531228706      
Lambda        AB|DECam|DECam_g          3965.6050142407794    All      -0.0006132825457857735     0.0007397314864803315      0.001008318908243733       0.0004857178249822464     
Lambda        AB|DECam|DECam_r          5270.583665350848     All      -0.00010831326698106924    -3.9121572688695715e-05    -0.0018652991785390253     -6.070172415878599e-05    
Lambda        AB|DECam|DECam_i          6403.1008448576595    All      -0.0005565550631555832     -0.00019103750159323664    -0.0017248292245827322     4.208988853241442e-05     
Lambda        AB|DECam|DECam_z          7503.492457853647     All      -0.00012241031647359368    -2.8192028875292952e-05    -0.00038010258747980054    1.3727763229175265e-05    
MWEBV         All|All|All               All                   All      -0.4789851256522861        -3.1603027229387237        0.14832998709207734        -0.8667740680960336       
Redshift      All|All|All               All                   All      6.378627208104284          0.2625273643245052         3.6853492594598913         -1.8277547215745191       
