#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_g          3097.4658783206805    All      -0.319407536067141         0.09656868842409239        0.13413540593522066       0.14148298863334158        
Zeropoint     AB|DECam|DECam_r          4116.762260394742     All      -0.7142353698501447        0.4306638583875255         -0.7365614454982183       0.34006199029459755        
Zeropoint     AB|DECam|DECam_z          5860.8489178763875    All      1.284931960973471          0.10521274019676952        -0.18562457628832352      -0.3925569341134208        
Zeropoint     AB|DECam|DECam_i          5001.351952897419     All      0.7346738193569691         0.36766793363671724        0.7933611362243798        -0.08414182738029699       
Check         All|All|All               All                   All      0.9859628744131541         1.0001132206451047         0.005310520373058569      0.004846217434221339       
Lambda        AB|DECam|DECam_g          3097.4658783206805    All      -0.0008260730038034477     0.0002897522052319143      0.000829122689630942      0.0004004609177572642      
Lambda        AB|DECam|DECam_r          4116.762260394742     All      -0.0004823551731995163     0.00028560154434029573     -0.0004824187074510757    0.00022862063668371813     
Lambda        AB|DECam|DECam_z          5860.8489178763875    All      -0.00022806947956026792    -1.1905134350036073e-06    0.00040089079927119447    9.179185850990813e-05      
Lambda        AB|DECam|DECam_i          5001.351952897419     All      -0.0001879191273404649     -9.019015366371228e-05     -0.0013981571065315715    -3.0559788246929205e-05    
MWEBV         All|All|All               All                   All      -0.3567478810995648        -2.1676898497354102        0.11709450670247534       -0.5846579873672986        
Redshift      All|All|All               All                   All      3.7682047489327566         -0.18881008875251126       4.356303024487174         -1.0945281183487052        
