#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4641.670805864488    All      -2.4569335923328457        1.2292859294086966         -0.3992540852402193       1.1829060951347337        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5558.40537949269     All      3.4636856751180956         -0.21078702075723044       0.5952902146786787        -1.1703315753955528       
Check         All|All|All                            All                  All      1.0067520827852496         1.0184989086514662         0.19603612943845938       0.01257451973918089       
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4641.670805864488    All      -0.00022243567223321318    6.506583364223738e-06      -0.0003560616953354506    5.868462649396749e-05     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5558.40537949269     All      0.0002989075550802033      -5.5336036551003235e-06    0.00023159948605322388    -8.883127985212118e-05    
MWEBV         All|All|All                            All                  All      -0.23122886709684476       -2.553955630726712         0.09842945825191407       -0.7521960677033729       
Redshift      All|All|All                            All                  All      -0.30846462965805          0.9585230699023839         6.608838077908219         0.7076216665256874        
