#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4641.670805864488    All      -2.3695210608985757       1.2190712433142181         -0.09118370773773617       1.1648534645774347         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5558.40537949269     All      3.3655377352990508        -0.21589776822299456       0.07710111742675049        -1.16315070046729          
Check         All|All|All                            All                  All      0.9960166744004747        1.0031734750912236         -0.014082590310985674      0.0017027641101445834      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4641.670805864488    All      0.00015276893937518892    -0.00019346561107662493    -0.00032156593165104434    -0.00012712999449120748    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5558.40537949269     All      -0.0008763651973914194    8.00285151813535e-05       -0.00025236544909031035    0.00030026698568319234     
MWEBV         All|All|All                            All                  All      -0.22637220992945828      -2.5644236953562327        -0.0007195137890108614     -0.7616123970084263        
Redshift      All|All|All                            All                  All      3.1750552392868214        0.02368300289194991        1.9914468822641986         -0.9376364864901225        
