#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_r          5349.984892657681     All      0.7057726739708886         0.19470329668536124        0.26506800289250454        -0.15464334230920335      
Zeropoint     AB|DECam|DECam_i          6499.563418631692     All      0.59120568605351           0.03092434461713367        -0.4007035662492664        -0.2003836254112462       
Zeropoint     AB|DECam|DECam_g          4025.3467667936993    All      -0.8824052248054597        0.739229790841911          -0.12811293388559075       0.5225027829658127        
Zeropoint     AB|DECam|DECam_z          7616.532407140077     All      0.5830095184377597         0.034371120078802164       0.26706454732975393        -0.16679171184846298      
Check         All|All|All               All                   All      0.9975826536566987         0.999228552223208          0.0033160500874013232      0.0006841033969001153     
Lambda        AB|DECam|DECam_r          5349.984892657681     All      0.00014854874838362962     2.784362539329248e-05      -0.0008441254166331591     -7.698707005507491e-05    
Lambda        AB|DECam|DECam_i          6499.563418631692     All      -0.0002491183847965461     -2.5156503940877696e-05    -0.00010091711995580885    6.844828515365558e-05     
Lambda        AB|DECam|DECam_g          4025.3467667936993    All      -0.0008184377993100515     0.0005687057361303749      -0.0008722811001239327     0.0004129123859034031     
Lambda        AB|DECam|DECam_z          7616.532407140077     All      -0.00018295841637506598    -1.6370297384154548e-05    -0.00022735685842576822    4.41173385624043e-05      
MWEBV         All|All|All               All                   All      -0.4766206850556922        -3.2283772688492363        0.09190267748094283        -0.8922364550419073       
Redshift      All|All|All               All                   All      6.2522566004133004         -1.0414605592021786        -0.5444494970251346        -2.40009991554004         
