#Format:      
#Parameter    MagSys|Instrument|Band                           RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B                   4399.1979439294355    All      -0.34038754945422234       0.30924725384249285        0.08015997182727608        0.21518459916516353        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V                   5422.327932574056     All      0.2792472042270733         0.17494126208124072        0.17608055164738956        -0.026118210609166193      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R                   6433.112227909095     All      0.37258725610006327        -0.034520178465857754      0.014920367853676897       -0.13194245738435417       
Zeropoint     Linear_AB11_off|Krisciunas|Bessell12_I           7959.10298274588      All      0.09956466082846233        -0.020754170461856347      0.003296732436541827       -0.03904468369593239       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_R    6587.926508158155     All      0.2885387402901926         -0.02088315831247911       0.05143636899623272        -0.09849352314338367       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_V    5419.644176981758     All      0.1328269915782046         0.08364534057507811        -0.12332031300155699       -0.02152330093952437       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_I    7903.456518110121     All      0.09187956589936115        -0.013754639570873195      0.03048695048662453        -0.033048043405070615      
Zeropoint     Linear_AB11_off|Krisciunas|Bessell12_R           6549.633209632094     All      0.30673249115263584        -0.041932511221887125      -0.08489663700355088       -0.11736020900456334       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_B    4414.196430705767     All      -0.22778279319056985       0.15673271531673194        -0.17566144359947855       0.11741038786129421        
Zeropoint     Linear_AB11_off|Krisciunas|Bessell12_U           3592.984330855134     All      -0.12300328250415508       0.0713588628041606         -0.005401140189437159      0.06306911697145368        
Zeropoint     Linear_AB11_off|Krisciunas|Bessell12_V           5480.428822267629     All      0.247107279226941          0.1236852779850306         -0.010555640860065996      -0.04067365603900308       
Zeropoint     Linear_AB11_off|Krisciunas|Bessell12_B           4380.654158158878     All      -0.2892986384902958        0.2452048820411612         0.0033298161993877695      0.1742539756842909         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I                   7954.462776272618     All      0.10300161090420293        -0.020492762210988502      0.01456562697259578        -0.03957618313353284       
Check         All|All|All                                      All                   All      0.941013536567894          1.012478174401954          -0.025558788234364416      0.022137812327671647       
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B                   4399.1979439294355    All      -0.00025049363099258226    0.0001535694024982478      -0.00022567713218890435    0.00012154568937490235     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V                   5422.327932574056     All      5.720397808747842e-05      3.243021896274352e-05      -0.00031193245702307445    -2.1989741282376583e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R                   6433.112227909095     All      -8.272231458456438e-05     -2.4945048153619803e-05    -0.0002578979585334459     7.311155085297228e-06      
Lambda        Linear_AB11_off|Krisciunas|Bessell12_I           7959.10298274588      All      1.951995985112253e-05      -1.1161605461453297e-06    2.7564002821300728e-05     -5.4918084725568936e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_R    6587.926508158155     All      -2.4637424276772537e-05    -2.553786388953341e-06     -4.071494502081405e-05     5.376446390868948e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_V    5419.644176981758     All      5.491988614820709e-05      3.228124722683621e-05      -0.00015508462780068773    -1.429486414660101e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_I    7903.456518110121     All      1.0467677260772559e-05     9.821851709882722e-07      2.4401858851145444e-05     -2.0007939502206384e-06    
Lambda        Linear_AB11_off|Krisciunas|Bessell12_R           6549.633209632094     All      -4.755382771724174e-05     -2.437910866082385e-05     -0.0002101800235147402     -1.8306007052447946e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_B    4414.196430705767     All      -0.00019997978301444474    0.00011759396222096851     -0.0002346168974918876     9.297434211043148e-05      
Lambda        Linear_AB11_off|Krisciunas|Bessell12_U           3592.984330855134     All      -0.00043159289282770777    0.00022932427980513117     -0.00012425761124817345    0.0002097374201602082      
Lambda        Linear_AB11_off|Krisciunas|Bessell12_V           5480.428822267629     All      4.950140320883389e-05      6.3040347559049235e-06     -0.0003531508345589611     -2.983030383957871e-05     
Lambda        Linear_AB11_off|Krisciunas|Bessell12_B           4380.654158158878     All      -0.00020459443400213441    0.00011222458038258872     -0.00028553341017490254    9.045633133249561e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I                   7954.462776272618     All      2.846171130301356e-05      -6.369111581951551e-07     4.566227975710192e-05      -7.440680825565392e-06     
MWEBV         All|All|All                                      All                   All      -0.939711372489668         -4.072428187319055         0.0001108292812079803      -1.0204239841100526        
Redshift      All|All|All                                      All                   All      3.621355645070437          -2.066108093825658         -1.4448421255620292        -1.917070719901659         
