#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                    dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4368.664341287888    All      2.633828893525328          0.8317819271779214         0.28649112845716823      -0.5742011992667017       
Zeropoint     AB|MEGACAMPSF|r           3580.773822555061    All      -2.2426253916195793        0.04792838726412896        -0.2817127132377343      0.7335371782313156        
Zeropoint     AB|MEGACAMPSF|z           5043.843717215333    All      0.61158581031975           0.12068561793299182        -0.00370532941312315     -0.1600676946307349       
Check         All|All|All               All                  All      1.002789312225498          1.0003959323750422         0.0010730858063108012    -0.0007317156661209578    
Lambda        AB|MEGACAMPSF|i           4368.664341287888    All      -0.00046316546906590317    -0.00020610434696159233    -0.002051430217263103    -7.812644189164257e-06    
Lambda        AB|MEGACAMPSF|r           3580.773822555061    All      -0.004245855841007483      -8.182426487483606e-05     -0.002228983121632276    0.0012568927975469138     
Lambda        AB|MEGACAMPSF|z           5043.843717215333    All      0.00015996373979645115     2.721360469981444e-05      -7.84888707842411e-05    -4.674368416745203e-05    
MWEBV         All|All|All               All                  All      -0.3047581150095777        -1.877263973891985         0.0039575903752202685    -0.5120402830622157       
Redshift      All|All|All               All                  All      13.296606014560837         1.7789257662004232         3.9078047655245367       -3.5772999985288445       
