#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4368.664341287888    All      2.393637374096575          0.7951677314872896        0.25402938820702214       -0.5093379858061641        
Zeropoint     AB|MEGACAMPSF|r           3580.773822555061    All      -2.2430150233294426        0.04640004241309725       -0.41455142357846864      0.7272382803623094         
Zeropoint     AB|MEGACAMPSF|z           5043.843717215333    All      0.8507806889575042         0.15822855208149633       0.15951758938629323       -0.2184684778925361        
Check         All|All|All               All                  All      1.0014030397246367         0.9997963259818832        -0.0010044459851532572    -0.0005681833363907485     
Lambda        AB|MEGACAMPSF|i           4368.664341287888    All      -0.00045839418224312976    -0.0002272690022248672    -0.0021832762972443       -2.2144518796158492e-05    
Lambda        AB|MEGACAMPSF|r           3580.773822555061    All      -0.004198581424242739      -8.353216797228715e-05    -0.0024020143369111787    0.0012332160560630686      
Lambda        AB|MEGACAMPSF|z           5043.843717215333    All      0.00013101821099372477     2.159292637520108e-05     -9.173309901317365e-05    -3.973704207926009e-05     
MWEBV         All|All|All               All                  All      -0.2922108576518265        -1.8771945739011642       -0.003306277760439791     -0.5164288847890938        
Redshift      All|All|All               All                  All      12.990824433565747         1.7825160033972054        4.008079001618669         -3.472052640699278         
