#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           5382.663958526267    All      1.0711634805667136        0.04452508189292104        -0.17626408356619275      -0.34227575834604596      
Zeropoint     AB|MEGACAMPSF|i           4666.134507750628    All      2.082993431276697         0.6327674191352273         0.5358506304812831        -0.4484737706076658       
Zeropoint     AB|MEGACAMPSF|r           3821.528940674427    All      -2.1494843878695167       0.32142014945222286        -0.3622702499431633       0.7886884407425166        
Check         All|All|All               All                  All      1.0046725239738943        0.9987126504803712         -0.0026837030280729146    -0.0020610882111951057    
Lambda        AB|MEGACAMPSF|z           5382.663958526267    All      0.0001302116890167768     -3.89148198911406e-05      -0.0006549120379007999    -8.431578439750066e-05    
Lambda        AB|MEGACAMPSF|i           4666.134507750628    All      -7.525749690390774e-05    -0.00011283023952571194    -0.001618248667496995     -8.44536840615285e-05     
Lambda        AB|MEGACAMPSF|r           3821.528940674427    All      -0.0031139683487503064    0.00036276631069116696     -0.001188036679128127     0.0010794702392185407     
MWEBV         All|All|All               All                  All      -0.11330203529490679      -2.0714875877983374        0.010574023644410863      -0.6373735867309923       
Redshift      All|All|All               All                  All      4.234324219633693         0.1463629845650516         3.7331173404072393        -1.1649915828771498       
