#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|g           3625.7172362645733    All      -0.540762846270452         0.19074248051147435        -0.22634491242100596       0.2281746168665305        
Zeropoint     AB|MEGACAMPSF|z           6541.73757602377      All      0.6105925117937954         -0.018948375763727654      0.3337928384816502         -0.19016653703111952      
Zeropoint     AB|MEGACAMPSF|i           5681.527750405572     All      1.375856653034206          0.05105299840835187        -0.4734976452960449        -0.45266216027081835      
Zeropoint     AB|MEGACAMPSF|r           4638.72048162946      All      -0.4576109901028309        0.7781133078985647         0.3666199789888358         0.4188766238185232        
Check         All|All|All               All                   All      0.9880753284547182         1.0009604110546633         0.000570259753435165       0.00422254338311584       
Lambda        AB|MEGACAMPSF|g           3625.7172362645733    All      -0.001077492080235804      0.00032509596598366043     -0.0008917236132320851     0.0004170755411096641     
Lambda        AB|MEGACAMPSF|z           6541.73757602377      All      -9.68415851814987e-05      -5.80753333688878e-06      -0.00014767564753464434    2.30626997173823e-05      
Lambda        AB|MEGACAMPSF|i           5681.527750405572     All      -0.0002553942320341118     -4.4695293537139506e-05    -0.0003886530427179072     5.12877757800062e-05      
Lambda        AB|MEGACAMPSF|r           4638.72048162946      All      -0.00028739643161202724    -0.0001243752507858592     -0.0016452982650598184     -2.032074315538341e-05    
MWEBV         All|All|All               All                   All      -0.44192817935544637       -2.7281856624529865        0.007192354185209249       -0.744388316147937        
Redshift      All|All|All               All                   All      3.509224124852514          0.908094182397079          3.9227785450633377         -0.6722180070950351       
