#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_g
@MAGSYS  Linear_AB11_off
58408.51012  17.014  0.024
58408.51294  17.01  0.024
58410.52067  16.749  0.025
58410.52347  16.755  0.024
58412.78897  16.589  0.041
58414.44704  16.515  0.024
58414.44986  16.501  0.024
58423.40969  16.663  0.032
58423.4125  16.679  0.039
58427.08661  16.888  0.022
58427.08942  16.893  0.022
58433.04776  17.381  0.024
58433.05058  17.369  0.024
58434.77498  17.501  0.024
58434.77762  17.512  0.024
58441.42236  18.302  0.032
58441.42517  18.386  0.034
58453.78423  18.953  0.034
58453.78702  18.965  0.03
