#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_r          4593.68638864232     All      -0.16369758504205656       0.5489023440309992         0.4504703421293379         0.25221966317419386        
Zeropoint     AB|DECam|DECam_g          3456.305208929259    All      -0.4886997086531453        0.22252272463667566        -0.12213541567668615       0.22621820239156842        
Zeropoint     AB|DECam|DECam_z          6539.824307793836    All      0.9220255156075574         0.03587797438235896        0.6043408560571204         -0.26167845079653845       
Zeropoint     AB|DECam|DECam_i          5580.755199750495    All      0.7221194321052401         0.19237682761659158        -0.9308204991829713        -0.2140928380705914        
Check         All|All|All               All                  All      0.9917476540175957         0.9996798706666254         0.0018552833268008495      0.0026665766986324335      
Lambda        AB|DECam|DECam_r          4593.68638864232     All      -0.00016497106323344314    -0.0002178044146021701     -0.0016084609471813704     -8.89877853852035e-05      
Lambda        AB|DECam|DECam_g          3456.305208929259    All      -0.0008079164761037052     0.0003160304165337503      -0.0006088517365039751     0.0003389362230411762      
Lambda        AB|DECam|DECam_z          6539.824307793836    All      -0.0002281219704196514     -1.0829120483904528e-05    -0.00025417196886250295    5.943690234579282e-05      
Lambda        AB|DECam|DECam_i          5580.755199750495    All      -6.202906367362324e-05     -3.841697944186342e-05     -0.0006004556076365845     -1.9104343327183142e-05    
MWEBV         All|All|All               All                  All      -0.4708404783627911        -2.550640721431563         -0.014899677694564625      -0.6781242667468819        
Redshift      All|All|All               All                  All      5.065049604174724          0.15499497709878796        0.22879719946746224        -1.58915615985306          
