#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_g 4246.463490242637 All -0.4630745147443096 0.48883990200585004 0.15815264569954524 0.3171274687983705
Zeropoint AB|SDSS|SDSS_z 8000.173196415908 All 0.07306546202613821 0.003027836121454186 0.16776060779074253 -0.015327173497508895
Zeropoint AB|SDSS|SDSS_r 5548.858329716351 All 0.8745955869132223 0.21048151678889582 -0.9580084776729385 -0.2590753197281821
Zeropoint AB|SDSS|SDSS_i 6728.960566444463 All 0.5893348240473946 0.06245328584361509 1.453074131352269 -0.10677862612655331
Zeropoint AB|SDSS|SDSS_u 3229.3783669337854 All 0.0018464004486336647 0.0063451885024097265 0.05471626260295448 0.0039071387721110185
Check All|All|All All All 1.075767758691079 0.7711477292622249 0.8756951697725728 -0.06014651178176278
