#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6138.390014520124     All      0.6380690021392046         -0.03829751788924085       0.15128092983362817        -0.21356385428053368      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4307.46010498016      All      -0.4425928291579566        0.3489410153690642         0.24561715152192695        0.2687893792460993        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5278.277165997339     All      0.13390669599379845        0.2350064215615788         -0.24599045897688007       0.021954082308777774      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7478.540805685019     All      0.26846419231829166        -0.04647221047724415       0.20228037766294243        -0.09355830327547644      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6239.536922463078     All      0.6578368555075043         -0.09976808483074251       -0.2666467263143992        -0.2586760722616676       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5327.0103679110125    All      0.16021395352554776        0.24547477343164203        0.09969679270976613        0.03222126400890302       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7730.92802505553      All      0.21125331261666438        -0.04836117715161237       0.06816706889537878        -0.08152299717576869      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4364.349511490657     All      -0.6305517243092672        0.40024893183137067        -0.25377506158592555       0.32444087058741566       
Check         All|All|All                                All                   All      0.9965994586337873         0.9967721518448158         0.0006300737464376982      8.436915774934217e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6138.390014520124     All      -0.00012314061062558253    1.968559217374843e-06      -0.00015581394699317277    3.3798911760551374e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4307.46010498016      All      -9.434223081622042e-05     7.000760082807538e-05      4.204795778376766e-05      5.541055435201042e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5278.277165997339     All      -1.88572504599319e-05      1.41161944285786e-05       -0.0011485982397708215     -4.051612832576289e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7478.540805685019     All      -7.44174567743841e-05      1.1374885921416608e-05     -7.767386574597216e-05     2.4479160615179973e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6239.536922463078     All      -0.0001721019115081344     -3.5137973510766073e-06    -0.0003053018001248567     4.129047802604313e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5327.0103679110125    All      4.454930870083829e-05      4.3691944227747876e-05     3.451006029156851e-05      1.2607536764998284e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7730.92802505553      All      -3.371661188610179e-05     1.0300723730468655e-05     1.5895814909457137e-05     1.5047251550216965e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4364.349511490657     All      -0.0003764834288911038     0.0001284026165069662      -0.0008594349813997669     0.00012610535926589638    
MWEBV         All|All|All                                All                   All      -0.8318465664175658        -4.008971706487596         0.047101906586510894       -1.032792240673511        
Redshift      All|All|All                                All                   All      5.211361381336586          0.1582883776729993         5.043839686844505          -1.4208687187511044       
