#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_I    7254.724439139725     All      0.7848146558631013         -0.1025118243669354        -0.18202934768889456      -0.2971545605418291       
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_B    3992.9674046823384    All      -1.2774765966762924        0.3845220892781498         -0.619925052300907        0.5137032422766182        
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_V    4995.412297097067     All      1.4998224214885183         0.7158185251901372         0.8016317526348349        -0.21960271862782044      
Check         All|All|All                                All                   All      1.0071604806753274         0.9978287901013516         -0.0003226473549666764    -0.0030540368930312978    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_I    7254.724439139725     All      -0.00030760557905827504    2.7318668179940212e-05     -0.0005872507225496451    8.288954340355501e-05     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_B    3992.9674046823384    All      -0.000957678123018355      0.00017826100329909847     -0.0009416789566549457    0.0003279899378683147     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_V    4995.412297097067     All      -0.0002781155100353425     -4.4500570825667405e-05    -0.0016063478041370594    4.412146593777844e-06     
MWEBV         All|All|All                                All                   All      -0.7056617416542901        -3.64361329687366          -0.05116847751660547      -0.9592708914134024       
Redshift      All|All|All                                All                   All      10.910288521421105         0.5181575338914612         10.618049472057756        -2.9112241725920947       
