#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_I    7254.724439139725     All      0.9685248258678358         -0.1687803551813971       -0.19909499055566032      -0.3793424087151005       
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_B    3992.9674046823384    All      -1.2295622148647538        0.35178947390139825       -0.5577181034922656       0.4902098725041406        
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_V    4995.412297097067     All      1.2650457056272497         0.8150974047135051        0.7563682280926332        -0.11280972432086443      
Check         All|All|All                                All                   All      1.0040083166303317         0.9981065234335063        -0.0004448659552926948    -0.001942260531824322     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_I    7254.724439139725     All      -0.0004304513649811516     7.993294451791431e-05     -0.0014286887868684003    0.0001024931419212036     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_B    3992.9674046823384    All      -0.0010584953832224928     0.00020512524591378005    -0.000934575822997262     0.00036989698416470615    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_V    4995.412297097067     All      -0.00014569459415958653    4.211981084992531e-05     -0.0020918327382061343    -3.217155704388554e-05    
MWEBV         All|All|All                                All                   All      -0.6868368649777987        -3.6505556341911216       -0.07235768077701098      -0.9686096975504148       
Redshift      All|All|All                                All                   All      11.001419732442953         -0.18810284866255245      13.49725457505278         -3.042475147988037        
