#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_i
@MAGSYS  Linear_AB11_off
56469.21923  17.394  0.05
56469.2201  17.369  0.043
56472.20937  17.519  0.052
56472.21023  17.505  0.05
56473.16017  17.494  0.044
56473.16103  17.498  0.051
56475.14724  17.675  0.041
56475.14832  17.664  0.048
56476.1485  17.723  0.042
56476.14737  17.737  0.052
56486.10698  18.039  0.063
56486.10588  17.968  0.06
56487.10567  17.981  0.139
56487.10678  18.093  0.155
56488.10576  17.908  0.065
56488.10687  17.979  0.066
56490.1067  18.006  0.059
56490.1056  17.956  0.061
56498.79647  17.814  0.061
56498.79537  17.959  0.074
56503.79346  18.146  0.076
56503.79236  18.404  0.104
56505.53741  18.346  0.077
56505.53654  18.287  0.062
56505.79243  18.479  0.111
56505.79353  18.35  0.108
56506.53575  18.549  0.139
