#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_g          3639.9860995235535    All      -0.6253461862719469        0.42134605857508944        0.5716930169747205        0.36645413295523555       
Zeropoint     AB|DECam|DECam_i          5877.337250036637     All      0.7415732758084665         0.09628337047722368        -1.3163665292513345       -0.26893554392139274      
Zeropoint     AB|DECam|DECam_z          6887.37485109725      All      0.7718605645799907         0.107972482415164          1.9187089618868836        -0.1306270209727439       
Zeropoint     AB|DECam|DECam_r          4837.81193773933      All      0.10859492351538336        0.37346708250911576        -1.156056911786724        0.034688065823762604      
Check         All|All|All               All                   All      0.9966825776318938         0.9990689939765929         0.017978537823545526      0.0015796338848615143     
Lambda        AB|DECam|DECam_g          3639.9860995235535    All      -0.0009452929896147108     0.0005326679938001195      -0.0009261799828848568    0.00044008935692495276    
Lambda        AB|DECam|DECam_i          5877.337250036637     All      -5.2012431493556776e-05    -1.4769096428573565e-05    0.000238106507681676      2.2756979354193103e-05    
Lambda        AB|DECam|DECam_z          6887.37485109725      All      -0.00048555778956352823    -7.77786836428721e-05      -0.0012304492272562628    7.79177725689082e-05      
Lambda        AB|DECam|DECam_r          4837.81193773933      All      -9.328827496597174e-05     -2.0711043119312247e-05    -0.001274615914038437     -3.323946201192391e-05    
MWEBV         All|All|All               All                   All      -0.4797690135345092        -2.741479170619421         0.3104701837352691        -0.722858547854456        
Redshift      All|All|All               All                   All      5.594137484391329          -0.15557872805516126       6.773481835131954         -1.5706023456134897       
