#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_g          3639.9860995235535    All      -0.6438331853186807        0.40534853005294025        0.5766141236518529        0.3674846417954153        
Zeropoint     AB|DECam|DECam_i          5877.337250036637     All      0.8495969450456755         0.1162103570129247         -0.9231750075644252       -0.2800852000225007       
Zeropoint     AB|DECam|DECam_z          6887.37485109725      All      0.6757367305097611         0.09776377596200092        1.7193385214033796        -0.11153862446758867      
Zeropoint     AB|DECam|DECam_r          4837.81193773933      All      0.11454831779617272        0.3799536150671301         -1.3583915772964472       0.025832459668190255      
Check         All|All|All               All                   All      0.9960488080329286         0.999276278094996          0.014386060194360173      0.001693276973516178      
Lambda        AB|DECam|DECam_g          3639.9860995235535    All      -0.0009307833680972609     0.00037781037338389603     -0.0020194207268764315    0.0003361345608791811     
Lambda        AB|DECam|DECam_i          5877.337250036637     All      -0.00015466919987760722    -1.4631160437002194e-05    0.00021391886024295508    5.5161212799312665e-05    
Lambda        AB|DECam|DECam_z          6887.37485109725      All      -0.0004802815202994147     -8.404819374773028e-05     -0.001468508077275139     6.353345927198382e-05     
Lambda        AB|DECam|DECam_r          4837.81193773933      All      -0.00011115572423997844    -7.193285140770165e-05     -0.0013337685756000031    -4.67437856758709e-05     
MWEBV         All|All|All               All                   All      -0.48236815598378824       -2.73160779951791          0.4392437347062961        -0.7130499191789443       
Redshift      All|All|All               All                   All      5.9186390939155515         0.5036445551478863         9.860662616902948         -1.3238057850983587       
