#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5323.003894146256     All      0.1988125415679658         0.2777662675028658         0.13692011303781948        0.031827941830971096       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5319.910125133623     All      -0.0558395060608516        0.08048821647133053        -1.1485378393505163        -0.006847544449133103      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5364.903768253926     All      0.21567987366945715        0.2940542620835984         0.6369606161294228         0.05395374359083785        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6195.925660055412     All      0.3965838497950931         0.000641319536409668       0.5915376788302562         -0.10257389845568024       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4401.331857814719     All      -0.45462516979891665       0.31623506713129856        0.08443231333792323        0.25486236607736507        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7796.4378695068635    All      0.18685222505587856        -0.07251923863051957       0.1166449434022443         -0.07928049069716309       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6293.628037525023     All      0.29365184301740827        -0.06421193820100868       -0.823068845892716         -0.1532977892852505        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7543.479727373257     All      0.1203131946253364         -0.03943641218535632       0.22546901285962484        -0.041974056041994834      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8127.948728649135     All      0.11268282686618203        -0.041358718078665646      -0.059526431513956535      -0.05283279024829307       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6292.409112181333     All      0.6069382961937309         -0.15085229087477003       0.38025607632764524        -0.2298682425444995        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4368.554485941299     All      -0.3242081562124488        0.1383866252102628         -0.5296471211544307        0.1270466207897572         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4333.607597695953     All      -0.30316309701535105       0.25671348118700976        0.3883028248757969         0.1996983925766596         
Check         All|All|All                                All                   All      0.993678721703484          0.9959066411524553         -0.0002566591108865701     0.0007142531435764821      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5323.003894146256     All      -0.0001135618398621449     4.6221501196759086e-05     -0.0010404914771407568     5.614335078377941e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5319.910125133623     All      -9.653569675436294e-05     5.213160677860035e-05      -0.00101381782169047       3.1837986844849804e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5364.903768253926     All      9.742433330497965e-05      8.455315525986832e-05      0.00020908312063615473     5.1378532514794345e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6195.925660055412     All      -0.00013219839978303126    8.827571978463498e-06      -0.00020445239813735383    3.6813027106409546e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4401.331857814719     All      -0.00020170394457639113    6.922716361525762e-05      -0.00040545696492506157    7.015749315860434e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7796.4378695068635    All      -1.9192649241908568e-05    4.61759157991243e-06       3.3799518355863284e-05     9.264096037972074e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6293.628037525023     All      -3.7519341540758136e-05    -4.791478033204588e-06     7.303638804987458e-05      1.3919820413806635e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7543.479727373257     All      -4.8161990999682775e-05    1.641305641391093e-05      -9.148749235644008e-05     1.695155080155095e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8127.948728649135     All      2.364256963569954e-06      -1.0464821523344413e-06    6.16814973642338e-07       -1.0834643206890537e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6292.409112181333     All      -0.00022210927332906322    4.459751020627287e-05      -0.0005414781177579815     6.271149231351552e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4368.554485941299     All      -0.00026472876061177126    0.0001194501165509247      -0.00044308700786229355    0.0001053667612656553      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4333.607597695953     All      -6.866731082439354e-05     2.478258892349623e-05      0.00011638468978965033     3.563342092803644e-05      
MWEBV         All|All|All                                All                   All      -0.843203606424733         -4.064122697436634         0.05183717053087733        -1.0468460581919123        
Redshift      All|All|All                                All                   All      5.6519981558821035         -1.4855954150108097        5.125860393819403          -2.0962054387425586        
