#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3789.419031563592     All      -1.0701685855213916        0.48617185384820516        -0.24501290667906517      0.4960174824607704        
Zeropoint     AB|SDSS|SDSS_i            6004.7263544631605    All      1.374422029843039          0.1411361370363906         0.6343329407769716        -0.37341442342677633      
Zeropoint     AB|SDSS|SDSS_r            4951.637852625422     All      0.6317536961954435         0.368411981188288          -0.42291607664748376      -0.1046518623804107       
Zeropoint     AB|SDSS|SDSS_z            7139.119089558253     All      0.06280882251974147        0.002930065625861289       0.03744950060164953       -0.017833281860408536     
Check         All|All|All               All                   All      0.9988159630368323         0.998650037698745          0.003853458052072156      0.0001179147931748073     
Lambda        AB|SDSS|SDSS_g            3789.419031563592     All      -0.0013985737761469748     0.0005801796883590369      -0.0007956221616516686    0.0006090401395308577     
Lambda        AB|SDSS|SDSS_i            6004.7263544631605    All      -0.00030010583025894943    -5.054762524634679e-05     -0.0007334563521491932    4.855852924044402e-05     
Lambda        AB|SDSS|SDSS_r            4951.637852625422     All      -0.00034762086187038467    -0.00011016102903454842    -0.0022754795083513393    -2.419571980726296e-05    
Lambda        AB|SDSS|SDSS_z            7139.119089558253     All      -3.512144393052384e-05     -2.950705830092187e-06     -4.200436642216955e-05    8.604605830812516e-06     
MWEBV         All|All|All               All                   All      -0.5547266637477501        -3.04531686871794          0.05928244540231997       -0.8086216644788508       
Redshift      All|All|All               All                   All      5.474386092278278          0.7264841547897305         11.273922297714822        -1.043444489479354        
