#Format:      
#Parameter    MagSys|Instrument|Band           RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|TONRY|TONRY_J            6432.385141089329    All      1.7743393752052246         0.08572245312485904        -0.036900071258116895     -0.5516847660725497        
Zeropoint     Linear_AB11_off|TONRY|TONRY_I    4099.105326689307    All      -2.540305209212969         0.6702487227801868         -0.32212983989561295      1.0314078644714844         
Zeropoint     VEGAHST|TONRY|TONRY_Z            4700.940628944521    All      1.8274532442603224         0.2486567800977113         0.4498718259196899        -0.4941902358344018        
Check         All|All|All                      All                  All      1.0614874102525778         1.0046279560027571         0.09084191476596004       -0.014467137435467126      
Lambda        VEGAHST|TONRY|TONRY_J            6432.385141089329    All      -0.00024674655751022126    -3.836420650761739e-05     -0.000390687077207503     5.044241740233745e-05      
Lambda        Linear_AB11_off|TONRY|TONRY_I    4099.105326689307    All      -0.0017627101389713462     0.0003206864532477429      0.0007328807323252456     0.00071133591288197        
Lambda        VEGAHST|TONRY|TONRY_Z            4700.940628944521    All      0.0008364300841984533      -2.8546553086857398e-05    -0.0010050498788112812    -0.00032660210771415514    
MWEBV         All|All|All                      All                  All      0.017598746069705573       -1.5810334869634346        0.0315198316799048        -0.5193205264146558        
Redshift      All|All|All                      All                  All      4.073472894028307          -0.2458037752150588        -4.070945768851919        -1.5885981236404167        
