#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_r                4304.271104731476     All      -0.00649303439374993       0.4600564033253818         0.998310485724091         0.19652051278935906        
Zeropoint     AB|PS|PS_i                5213.404512666421     All      1.0509000579239958         0.3129664577137703         0.44287182530269276       -0.22060591535627255       
Zeropoint     AB|PS|PS_z                5991.473891337599     All      0.6413475582743294         0.06797979482229266        -0.838966765706784        -0.22420397731396294       
Zeropoint     AB|PS|PS_g                3389.3710199137877    All      -0.6934432837540442        0.1574366883369649         -0.6060965793212788       0.2501122933954378         
Check         All|All|All               All                   All      0.9923112980505311         0.9984393441984096         -0.003881034001278927     0.0018229135145613473      
Lambda        AB|PS|PS_r                4304.271104731476     All      -0.00017033743186520376    -3.4335238499878452e-06    -0.001258093349289298     -1.7768341489960683e-06    
Lambda        AB|PS|PS_i                5213.404512666421     All      0.00027155810629142367     9.572253130172718e-05      -1.720557998527315e-05    -5.8043237605107125e-05    
Lambda        AB|PS|PS_z                5991.473891337599     All      -0.00027053903997849196    -3.510337339260705e-05     0.0002162058166206408     8.633741480876635e-05      
Lambda        AB|PS|PS_g                3389.3710199137877    All      -0.0009395831745018954     0.00017130375017969894     -0.0014129971862229934    0.00029879684370327173     
MWEBV         All|All|All               All                   All      -0.5400597437820569        -2.443749561261832         -0.1820141706248824       -0.6282168595620143        
Redshift      All|All|All               All                   All      1.1481886725248924         -0.3541032333556515        -4.612667251092634        -0.6951880518828126        
