#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_r                4304.271104731476     All      -0.1299517028820475        0.5100319559531385         1.0339199595491566        0.2546028316916679        
Zeropoint     AB|PS|PS_i                5213.404512666421     All      0.9056421270641495         0.29977965755705327        0.3013363376660305        -0.18390208183936482      
Zeropoint     AB|PS|PS_z                5991.473891337599     All      0.6323453113999172         0.04360221894330607        -1.2757533980670477       -0.24870400911784912      
Zeropoint     AB|PS|PS_g                3389.3710199137877    All      -0.4133710426521518        0.14545114496566924        -0.04933067796432655      0.17982536962107762       
Check         All|All|All               All                   All      0.9946646929298675         0.9988649774191671         0.01017222118381289       0.001822110355531592      
Lambda        AB|PS|PS_r                4304.271104731476     All      -0.00031425196934354617    5.925030469988999e-05      -0.0012030823202401212    6.797394012069693e-05     
Lambda        AB|PS|PS_i                5213.404512666421     All      0.0004348749865226489      0.00012370756953422298     0.00038007666525594666    -8.43963888756877e-05     
Lambda        AB|PS|PS_z                5991.473891337599     All      -0.00022704379423829234    -2.4061900061370682e-05    0.00043341928273223665    8.545939280496355e-05     
Lambda        AB|PS|PS_g                3389.3710199137877    All      -0.0011103321728517745     0.00010901043357852022     -0.0033101967135448487    0.00024946112595265486    
MWEBV         All|All|All               All                   All      -0.5119408713929252        -2.4368943002045285        -0.07621601951073309      -0.6304218317539328       
Redshift      All|All|All               All                   All      0.7733303256178437         -0.5521158234042645        -4.600329887734311        -0.6370330109582114       
