#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5328.13759067144      All      -0.04044781069962258       0.2866241969782912         -0.7141812720138014        0.0746674831960987         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7454.0903770044015    All      0.2652588001372146         -0.05035631707475119       0.23078238877255972        -0.0925074690391287        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7480.123303339188     All      0.28412192249025503        -0.17911241752015528       0.07523432810744275        -0.1475333019738406        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6096.651814697147     All      0.8389196811438755         -0.025039940765037016      0.4144589766844087         -0.2629246716948367        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5266.752658945796     All      0.22342273519741995        0.2249639595486741         0.5561962651450958         0.025322512272355793       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4709.828013964386     All      -0.28746430304192366       0.20623930072583008        0.4974391385526521         0.1830139302115528         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4308.371585667192     All      -0.43237900664960127       0.3848259062086079         -0.5707239577296529        0.24072173636783284        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6139.688929382095     All      0.5495250474716755         -0.060778993831878125      -0.671373390913279         -0.22875641558914428       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4311.42508045263      All      -0.4033594798871206        0.20800622612524577        0.18827552953928536        0.20754379594763797        
Check         All|All|All                                All                   All      0.9975975861621725         0.9953719203948275         0.006108006144711048       -0.0004524003014722        
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5328.13759067144      All      -6.642576560861695e-05     0.00025649912090244055     -0.0008085295925308733     6.91062971773055e-05       
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7454.0903770044015    All      7.820437087199784e-06      -2.435334600121838e-05     -6.278931136767669e-05     -1.3282058223384324e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7480.123303339188     All      -2.0260999651225383e-05    -1.964245055869123e-05     -4.480569139428652e-05     -1.797990432730652e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6096.651814697147     All      -7.308829081035159e-05     3.520573768414199e-05      -0.00042122209123096095    1.647772051982147e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5266.752658945796     All      -5.119044231007518e-07     0.0002497270145166273      -0.0004765470143281819     6.024494396637366e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4709.828013964386     All      -0.00025282003097331436    0.00016499617832663998     -0.00012053309910041347    0.00013071764648964096     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4308.371585667192     All      -0.00042070788854613666    0.00038413951503607567     -0.0005721707385043718     0.00023663192586550924     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6139.688929382095     All      -6.18092660630223e-05      -2.3435337893886172e-05    -1.4130846194252054e-05    1.1869056104405084e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4311.42508045263      All      -0.00035889800505863295    0.00020795779836411526     -0.00011187814467013601    0.00017965097641789562     
MWEBV         All|All|All                                All                   All      -0.8312723102655695        -4.036277592635251         0.04713943411820896        -1.0418720455685626        
Redshift      All|All|All                                All                   All      9.841005504014142          -4.435575342173426         9.21904330006471           -4.238948506214561         
