#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5328.13759067144      All      -0.008863812202802523      0.14171170319614568        -0.19805831693160414       0.04020896611704183        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7454.0903770044015    All      0.4012941994866657         -0.027318476897475463      0.33796228270281947        -0.12453154516412213       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7480.123303339188     All      0.2955284768645354         -0.10977826004086033       -0.012717231340109159      -0.13258925003224453       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6096.651814697147     All      0.9113173065875353         -0.046154384405294735      0.45284372571994247        -0.2916716939964814        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5266.752658945796     All      0.0646627106456864         0.3204079768119872         0.14058180469187498        0.08957816723423051        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4709.828013964386     All      -0.4303553537178943        0.34922313963239304        -0.08553028809856755       0.25011753872338227        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4308.371585667192     All      -0.14200177187252788       0.14547975815095704        -0.05415471928174043       0.09122551579214544        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6139.688929382095     All      0.5219781176292787         -0.11146839006594966       -0.28916077829199693       -0.2192382847951896        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4311.42508045263      All      -0.5816862643840698        0.35660450075565286        -0.1060233832104851        0.3009008344103864         
Check         All|All|All                                All                   All      1.0318736090364071         1.0187075671375556         0.1857430959601336         0.0040002482891488         
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5328.13759067144      All      -3.881880122269292e-05     9.673820519236147e-05      -0.00048789241388652306    2.2382979059479065e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7454.0903770044015    All      7.891510795401122e-05      -3.988310083832228e-05     3.0951217913413594e-05     -3.731527424696933e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7480.123303339188     All      1.2195575957436977e-05     -4.383168221041482e-05     -4.9510696542003456e-05    -2.0459356219578593e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6096.651814697147     All      0.0003498209883080936      -6.2217250304611e-05       0.00019129810593256308     -0.00012567765410421611    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5266.752658945796     All      5.4041976428999836e-05     0.00023310607172047235     -0.0004807974128534871     3.687128655718071e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4709.828013964386     All      -0.0004315039320992012     0.00043012673059126204     4.44252488609935e-05       0.00028264394846398027     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4308.371585667192     All      -0.00020967376450135115    0.00021224759305411983     -8.968786532021882e-05     0.00013343130944840423     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6139.688929382095     All      4.5526430873000755e-05     -2.0343144639976277e-05    4.426847005993861e-05      -1.9480389288197215e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4311.42508045263      All      -0.0007835355663911267     0.0004982838198462654      -0.0001751326404031445     0.00040971537931666494     
MWEBV         All|All|All                                All                   All      -0.7965036978136912        -4.033315034626295         0.06970854490280232        -1.0512251681305929        
Redshift      All|All|All                                All                   All      9.154096914546766          -5.659655096228722         4.619688235844577          -4.619170919369636         
