#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_g
@MAGSYS  Linear_AB11_off
55924.241909999866  18.244  0.009
55925.18027999997  18.093  0.008
55926.15096000023  17.97  0.009
55927.20066000009  17.884  0.007
55928.23137999978  17.837  0.006
55929.16916000005  17.807  0.009
55930.182719999924  17.679  0.209
55931.22262000013  17.866  0.009
55933.2125599999  18.038  0.015
55934.20320999995  18.152  0.015
55936.16502000019  18.371  0.017
55937.18536  18.582  0.018
55938.22220000019  18.715  0.017
55939.18626999995  18.876  0.017
55940.17711000005  19.024  0.015
55941.18936000019  19.198  0.017
55942.17084999988  19.328  0.016
55944.09524000017  19.555  0.015
55945.1824500002  19.697  0.02
55948.12385000009  19.908  0.02
55954.17647999991  20.305  0.031
55958.20587999979  20.474  0.04
55961.15287999995  20.403  0.091
55962.12763  20.404  0.093
