#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    3986.114665718456    All      -2.912509729860559        0.38836988415571483        -0.963709284169989        1.032199166802927         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4773.376253484147    All      3.903897229543197         0.6135386984375657         0.9664415298545892        -1.028650176389431        
Check         All|All|All                            All                  All      0.9913874996826381        1.0019085825932805         0.0027322456846001764     0.0035489904134959893     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    3986.114665718456    All      -0.001214513065439802     0.00010415763909951406     -0.0014426932171630613    0.0003651536592143247     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4773.376253484147    All      -0.0005547105707504585    -0.00010172645594451704    -0.0009645445628284021    0.00010450863508092848    
MWEBV         All|All|All                            All                  All      -0.09461343179346438      -2.0045824836328663        0.02363803324263447       -0.6210848994414205       
Redshift      All|All|All                            All                  All      2.183334317642406         -0.2023179895713767        -0.6077056071076559       -0.8042045522434957       
