#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    3986.114665718456    All      -2.878164512554994        0.42221212771753613       -0.32910271609210057      1.060354908198017         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4773.376253484147    All      3.8701188228198915        0.5797799584234653        0.3327696823353494        -1.0569216345004833       
Check         All|All|All                            All                  All      0.991954310264898         1.0019920861410014        0.0036669662432488592     0.0034332736975337674     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    3986.114665718456    All      -0.001401235614384579     0.0001544960659755089     -0.0013340612111545816    0.00044721996561300015    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4773.376253484147    All      -0.0005025247850812544    -8.929950024954189e-05    -0.000873574347331051     9.561745903822753e-05     
MWEBV         All|All|All                            All                  All      -0.09061299900847297      -2.005484498593191        0.01591159692477618       -0.6230265833244377       
Redshift      All|All|All                            All                  All      1.9131533804040184        -0.361184603464082        -1.9802200861402184       -0.8291948324655734       
