#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LCOGT|LCOGT_V 5287.464989248036 All 0.5286699826339452 0.6571001065692332 0.6178341993013827 0.06940501929627932
Zeropoint Linear_AB11_off|LCOGT|LCOGT_i 7266.851367181516 All 0.6004083281212982 -0.14181289862602675 0.40102451079180623 -0.22386998982698617
Zeropoint Linear_AB11_off|LCOGT|LCOGT_g 4542.837082056793 All -0.4946453569755199 0.28289513908798636 -0.3098460077190386 0.23944351563713293
Zeropoint Linear_AB11_off|LCOGT|LCOGT_r 5988.456846394835 All 0.9638639468027893 -0.05901570032709902 0.062349197361512676 -0.33040319449230005
Zeropoint Linear_AB11_off|LCOGT|LCOGT_B 4219.223009386123 All -0.5656191219023952 0.2405146918052905 -0.2461254777102857 0.2516008544825331
Check All|All|All All All 1.0326777786801176 0.9796813385093843 0.5252364220253773 0.006176205096659143
